* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01     EP05     TX02     TX04
82C160 2025010620    997.6   1022.5     13.7     None      7.2       64     10.2      3.0     80.0      3.6     70.0      9.7     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.1     15.1     15.8     16.5    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     15.7     None   -99.95     None     14.0     13.7
82C160 2025010621    997.8   1022.6     13.5     None      7.5       66     10.3      3.1     70.0      3.9     70.0     12.6     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.9     14.9     15.7     16.5    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     15.5     None   -99.95     None     13.8     13.5
82C160 2025010622    997.9   1022.8     13.2     None      6.4       63      9.6      3.6     70.0      4.0     70.0     11.9     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.6     14.7     15.6     16.4    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     15.2     None   -99.95     None     13.5     13.1
82C160 2025010623    997.0   1021.9     12.9     None      6.1       63      9.4      3.5     70.0      3.9     70.0      9.9     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.3     14.5     15.4     16.4    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.8     None   -99.95     None     13.2     12.6
82C160 2025010624    996.8   1021.7     12.7     None      6.0       64      9.4      3.5     70.0      3.9     70.0     13.3     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.1     14.3     15.3     16.3    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.6     None   -99.95     None     12.9     12.6
82C160 2025010701    997.2   1022.1     12.5     None      5.4       61      8.9      3.5     70.0      4.0     70.0     11.3     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.9     14.1     15.1     16.2    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     14.5     None   -99.95     None     12.7     12.5
82C160 2025010702    996.4   1021.3     12.1     None      5.6       64      9.0      3.8     80.0      4.1     70.0     12.5     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.7     14.0     15.0     16.1    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.1     None   -99.95     None     12.5     12.1
82C160 2025010703    996.1   1021.0     12.1     None      5.3       63      8.9      3.5     70.0      4.5     70.0     11.9     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.5     13.8     14.8     16.0    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.1     None   -99.95     None     12.2     12.0
82C160 2025010704    995.9   1020.8     12.2     None      5.2       62      8.8      3.6     70.0      4.1     80.0     12.6    110.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.4     13.6     14.7     16.0    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     14.2     None   -99.95     None     12.3     12.0
82C160 2025010705    996.2   1021.1     12.1     None      5.1       62      8.8      3.2     70.0      3.9     70.0      9.8     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.3     13.5     14.5     15.9    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     14.2     None   -99.95     None     12.2     12.0
82C160 2025010706    996.3   1021.2     12.0     None      5.0       62      8.7      3.1     70.0      3.4     70.0      8.7     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.2     13.4     14.4     15.8    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.0     None   -99.95     None     12.1     11.8
82C160 2025010707    996.8   1021.7     12.5     None      5.1       60      8.8      2.6     60.0      3.3     70.0      9.4     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.2     13.3     14.3     15.7    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        2     14.5     None   -99.95     None     12.5     11.9
82C160 2025010708    997.1   1022.0     13.2     None      5.3       58      8.8      3.0     70.0      3.6     70.0      9.5     50.0      0.0     -9.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None     12.5     13.2     14.2     15.6    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.38        2     15.2     None   -99.95     None     13.2     12.5
82C160 2025010709    997.7   1022.3     14.6     None      5.8       55      9.3      3.3     70.0      3.4     70.0      9.9     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     13.0     13.3     14.1     15.5    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.95        2     16.7     None   -99.95     None     14.7     13.2
82C160 2025010710    997.5   1022.1     15.3     None      6.5       55      9.7      2.7     70.0      3.7     70.0      9.7     80.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     13.5     13.5     14.1     15.4    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.9        0     17.4     None   -99.95     None     15.3     14.5
82C160 2025010711    997.1   1021.7     15.9     None      7.1       55     10.1      2.8     60.0      3.0     70.0      8.8    100.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     14.2     13.8     14.2     15.3    -99.5     17.6     19.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.21        0     18.1     None   -99.95     None     15.9     15.3
82C160 2025010712    996.2   1020.6     16.7     None      7.6       55     10.3      2.3     60.0      3.4     70.0      8.5     20.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     14.8     14.1     14.3     15.3    -99.5     17.5     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.5        8     18.9     None   -99.95     None     16.6     15.9
82C160 2025010713    995.3   1019.7     16.7     None      7.6       54     10.4      3.0     60.0      3.1     60.0      9.0     80.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.5     14.5     14.5     15.3    -99.5     17.5     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.33        8     19.1     None   -99.95     None     17.9     16.7
82C160 2025010714    995.3   1019.8     17.3     None      7.6       52     10.5      2.8     80.0      3.0     80.0      8.3     70.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.7     14.8     14.7     15.3    -99.5     17.5     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.88        6     19.9     None   -99.95     None     17.5     16.2
82C160 2025010715    995.8   1020.2     16.7     None      7.8       55     10.6      2.3     60.0      3.0     80.0      7.5     40.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.8     15.1     15.0     15.4    -99.5     17.5     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.05        5     19.2     None   -99.95     None     17.7     16.8
82C160 2025010716    996.3   1020.8     15.5     None      7.5       58     10.4      2.4     60.0      2.7     60.0      7.1     70.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.3     15.2     15.1     15.4    -99.5     17.4     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.24        2     17.7     None   -99.95     None     16.8     15.5
82C160 2025010717    996.7   1021.4     14.5     None      7.6       63     10.4      2.7     60.0      3.0     70.0      8.9     20.0      0.0     -9.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None     14.8     15.1     15.3     15.5    -99.5     17.4     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.43        2     16.5     None   -99.95     None     15.5     14.5
82C160 2025010718    997.2   1022.0     14.2     None      7.6       64     10.4      2.3     60.0      2.9     60.0      7.3     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.5     15.0     15.3     15.6    -99.5     17.4     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        2     16.2     None   -99.95     None     14.5     14.1
82C160 2025010719    998.0   1022.7     14.0     None      7.7       66     10.5      2.5     60.0      2.9     60.0      8.4     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.3     14.9     15.3     15.7    -99.5     17.4     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     16.0     None   -99.95     None     14.2     13.9
82C160 2025010720    998.2   1023.0     13.9     None      7.7       66     10.6      1.9     60.0      2.6     60.0      8.2     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.2     14.8     15.2     15.7    -99.5     17.4     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     15.8     None   -99.95     None     14.0     13.8
82C160 2025010721    997.9   1022.7     13.8     None      7.8       67     10.6      2.7     70.0      3.0     70.0      9.5     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.1     14.7     15.2     15.7    -99.5     17.4     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     15.8     None   -99.95     None     13.9     13.8
82C160 2025010722    997.7   1022.5     13.7     None      8.0       68     10.7      2.3     60.0      2.9     70.0      8.5     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.0     14.6     15.1     15.8    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.6     None   -99.95     None     13.8     13.6
82C160 2025010723    997.2   1022.0     13.6     None      7.9       68     10.7      2.6     60.0      3.4     70.0      9.2     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.9     14.5     15.1     15.8    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     15.6     None   -99.95     None     13.7     13.6
82C160 2025010724    996.5   1021.3     13.5     None      8.1       69     10.8      3.4     70.0      3.6     70.0      9.2     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.8     14.4     15.0     15.7    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.5     None   -99.95     None     13.7     13.5
82C160 2025010801    995.7   1020.5     13.6     None      8.5       71     11.1      2.5     70.0      3.6     70.0      8.9     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.7     14.3     14.9     15.7    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     15.6     None   -99.95     None     13.7     13.5
82C160 2025010802    995.4   1020.2     13.6     None      8.6       71     11.2      2.0     80.0      2.8     70.0      7.8    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.7     14.3     14.9     15.7    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     15.6     None   -99.95     None     13.7     13.6
82C160 2025010803    995.7   1020.4     13.5     None      8.8       73     11.4      1.3     70.0      2.3     80.0      7.0     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.7     14.3     14.8     15.7    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.5     None   -99.95     None     13.6     13.5
82C160 2025010804    995.7   1020.5     13.5     None      9.0       74     11.5      1.3     70.0      2.0     80.0      6.0     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.7     14.2     14.8     15.6    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.5     None   -99.95     None     13.6     13.5
82C160 2025010805    996.0   1020.7     13.6     None      9.7       77     12.0      1.4     80.0      1.8     80.0      5.0     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.8     14.2     14.8     15.6    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     15.5     None   -99.95     None     13.6     13.5
82C160 2025010806    996.1   1020.9     13.6     None     10.2       79     12.4      1.8     80.0      1.9     80.0      4.9     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.8     14.2     14.8     15.6    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     15.6     None   -99.95     None     13.6     13.5
82C160 2025010807    997.1   1021.9     13.9     None     10.3       78     12.6      1.0     50.0      1.8     80.0      5.2     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.9     14.2     14.8     15.6    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.9     None   -99.95     None     14.0     13.6
82C160 2025010808    997.6   1022.3     14.0     None     10.8       81     12.9      1.5     70.0      1.5     70.0      4.8     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.0     14.3     14.7     15.5    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.05        3     15.9     None   -99.95     None     14.1     13.9
82C160 2025010809    997.8   1022.6     14.1     None     11.5       84     13.5      1.1     60.0      1.9     70.0      5.0     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.1     14.3     14.7     15.5    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.13        1     16.1     None   -99.95     None     14.1     13.9
82C160 2025010810    997.9   1022.6     14.3     None     11.8       85     13.8      1.5     50.0      1.7     60.0      4.6     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.3     14.4     14.8     15.5    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.21        1     16.2     None   -99.95     None     14.3     14.1
82C160 2025010811    997.3   1021.9     15.6     None     11.8       78     13.8      1.3     60.0      2.4     70.0      5.9     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.0     14.6     14.8     15.5    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.91        8     17.7     None   -99.95     None     15.6     14.3
82C160 2025010812    996.1   1020.6     17.5     None     12.0       70     14.0      1.9     70.0      2.4     60.0      5.2     60.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     16.0     14.9     14.9     15.5    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.9        8     19.9     None   -99.95     None     17.7     15.6
82C160 2025010813    995.1   1019.6     17.5     None     12.1       70     14.1      1.3     50.0      2.1     60.0      5.8     90.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     16.4     15.3     15.1     15.5    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.78        8     19.8     None   -99.95     None     17.6     17.0
82C160 2025010814    994.9   1019.3     17.5     None     12.6       72     14.6      1.3     40.0      2.0     50.0      6.0     60.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     16.8     15.6     15.3     15.6    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.55        6     20.0     None   -99.95     None     18.0     17.0
82C160 2025010815    995.3   1019.8     16.3     None     12.0       75     14.1      1.3     60.0      2.2     40.0      6.0     90.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     16.6     15.8     15.6     15.6    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.94        5     18.5     None   -99.95     None     17.6     16.3
82C160 2025010816    995.9   1020.4     16.2     None     11.8       75     13.7      1.5     70.0      1.7     60.0      5.4     60.0      0.0     -9.5      0.6     None     None     None     None     None     None     None     None     None     None     None     None     16.4     15.9     15.7     15.7    -99.5     17.2     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.58        3     18.4     None   -99.95     None     16.6     16.0
82C160 2025010817    996.5   1021.1     15.3     None     11.4       77     13.4      1.6     60.0      1.9     70.0      5.1     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.0     16.0     15.9     15.8    -99.5     17.2     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.17        2     17.4     None   -99.95     None     16.2     15.3
82C160 2025010818    996.8   1021.4     15.0     None     11.3       78     13.3      2.2     80.0      2.3     70.0      7.2     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.7     15.9     15.9     15.9    -99.5     17.2     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        1     17.0     None   -99.95     None     15.3     14.9
82C160 2025010819    997.3   1022.1     14.4     None     11.6       83     13.7      1.8     70.0      2.2     80.0      5.9     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.5     15.8     15.9     16.0    -99.5     17.2     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     16.4     None   -99.95     None     15.0     14.4
82C160 2025010820    997.8   1022.5     14.5     None     11.3       81     13.4      1.7     70.0      2.4     80.0      5.6     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.3     15.7     15.9     16.1    -99.5     17.2     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     16.5     None   -99.95     None     14.5     14.4
82C160 2025010821    998.2   1022.9     14.7     None     11.1       78     13.2      1.8     70.0      2.3     70.0      6.2    100.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.2     15.6     15.9     16.1    -99.5     17.2     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     16.8     None   -99.95     None     14.7     14.5
82C160 2025010822    998.3   1023.0     14.7     None     11.1       78     13.2      1.9     70.0      2.5     70.0      6.5     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.1     15.5     15.8     16.1    -99.5     17.2     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     16.8     None   -99.95     None     14.8     14.7
82C160 2025010823    998.4   1023.1     14.7     None     11.1       79     13.2      1.8     70.0      2.0     60.0      5.7     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.0     15.4     15.8     16.1    -99.5     17.2     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     16.7     None   -99.95     None     14.8     14.6
82C160 2025010824    998.5   1023.3     14.6     None     11.3       80     13.4      1.3     50.0      2.1     70.0      5.5     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.0     15.4     15.7     16.1    -99.5     17.2     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     16.6     None   -99.95     None     14.7     14.6
82C160 2025010901    998.4   1023.2     14.5     None     11.4       81     13.5      1.5     50.0      1.9     50.0      5.5     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.9     15.3     15.7     16.1    -99.5     17.2     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     16.5     None   -99.95     None     14.6     14.5
82C160 2025010902    998.3   1023.0     14.4     None     11.5       82     13.6      1.2     50.0      2.1     50.0      6.3     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.9     15.3     15.7     16.1    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     16.4     None   -99.95     None     14.5     14.3
82C160 2025010903    998.3   1023.1     13.6     None     10.7       82     12.9      1.9     50.0      2.3     30.0      5.8     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.8     15.2     15.6     16.1    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     15.6     None   -99.95     None     14.4     13.6
82C160 2025010904    998.3   1023.1     13.7     None      9.6       76     12.0      1.4     50.0      2.2     40.0      6.4     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.6     15.1     15.6     16.1    -99.5     17.3     19.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     15.7     None   -99.95     None     13.7     13.5
82C160 2025010905    998.4   1023.3     13.4     None     10.8       83     12.9      2.0     70.0      2.0     70.0      5.3    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.6     15.1     15.5     16.1    -99.5     17.3     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     15.4     None   -99.95     None     13.8     13.4
82C160 2025010906    998.8   1023.7     13.4     None      9.9       79     12.2      2.0     70.0      2.5     70.0      5.6     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.4     15.0     15.5     16.1    -99.5     17.3     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     15.4     None   -99.95     None     13.5     13.3
82C160 2025010907    999.3   1024.2     13.5     None      9.4       75     11.8      2.1     70.0      2.2     70.0      7.2     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.3     14.9     15.4     16.1    -99.5     17.3     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     15.5     None   -99.95     None     13.6     13.4
82C160 2025010908   1000.0   1024.8     14.1     None      9.0       71     11.5      2.6     70.0      2.6     70.0      8.6     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.3     14.8     15.4     16.0    -99.5     17.3     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.17        2     16.0     None   -99.95     None     14.1     13.5
82C160 2025010909   1000.4   1025.2     14.7     None      9.1       69     11.5      3.4     80.0      3.6     80.0      8.6    110.0      0.0     -9.5      0.7     None     None     None     None     None     None     None     None     None     None     None     None     14.6     14.8     15.3     16.0    -99.5     17.3     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.59        2     16.6     None   -99.95     None     14.7     14.1
82C160 2025010910   1000.5   1025.3     14.9     None      8.3       64     10.9      3.4     70.0      4.3     80.0     11.7     90.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     14.8     14.9     15.3     16.0    -99.5     17.3     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.99        1     16.9     None   -99.95     None     14.9     14.6
82C160 2025010911   1000.0   1024.7     15.3     None      7.9       61     10.5      3.2     70.0      4.1     80.0     10.3    100.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.1     15.0     15.3     15.9    -99.5     17.3     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.43        0     17.3     None   -99.95     None     15.3     14.8
82C160 2025010912    999.4   1024.1     15.1     None      7.7       61     10.4      3.5     70.0      4.0     70.0     12.2     80.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.3     15.1     15.4     15.9    -99.5     17.3     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.5        8     17.1     None   -99.95     None     15.5     14.7
82C160 2025010913    999.0   1023.8     14.6     None      7.2       61     10.2      4.0     70.0      4.2     60.0     11.6     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.4     15.2     15.4     15.9    -99.5     17.3     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.75        7     16.6     None   -99.95     None     15.8     14.6
82C160 2025010914    998.7   1023.4     14.7     None      7.7       62     10.6      3.5     60.0      4.4     70.0     11.3     30.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.3     15.3     15.5     15.9    -99.5     17.3     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.67        7     16.7     None   -99.95     None     15.2     14.0
82C160 2025010915    998.9   1023.8     13.9     None      7.6       65     10.5      3.6     70.0      4.4     80.0     13.2     80.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.2     15.3     15.5     16.0    -99.5     17.3     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.18        6     15.9     None   -99.95     None     14.7     13.7
