* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01     EP05     TX02     TX04
A2C560 2025120919   1006.8   1021.6     19.3     None     16.6     84.0     18.9      1.4     80.0      2.4     70.0      9.0     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.1     19.0     19.4     19.4    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     22.4     None   -99.95     None     19.5     19.3
A2C560 2025120920   1006.8   1021.7     19.3     None     16.5     83.0     18.8      1.9     80.0      2.3     80.0      8.1     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.0     18.8     19.3     19.4    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     22.4     None   -99.95     None     19.4     19.2
A2C560 2025120921   1006.7   1021.5     19.6     None     16.6     82.0     18.8      2.1     60.0      2.5     70.0      7.8     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.0     18.7     19.2     19.4    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     22.8     None   -99.95     None     19.6     19.3
A2C560 2025120922   1006.4   1021.3     19.3     None     16.3     82.0     18.5      1.4     70.0      2.1     60.0      5.8     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.9     18.6     19.1     19.4    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     22.4     None   -99.95     None     19.6     19.3
A2C560 2025120923   1006.3   1021.1     19.5     None     16.1     80.0     18.3      1.8    110.0      1.9    100.0      5.4    100.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.8     18.6     19.1     19.4    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     22.7     None   -99.95     None     19.6     19.3
A2C560 2025120924   1006.0   1020.8     19.2     None     16.4     84.0     18.6      1.7    120.0      2.0    110.0      6.4    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.7     18.5     19.0     19.3    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     22.2     None   -99.95     None     19.6     19.1
A2C560 2025121001   1006.2   1021.0     19.1     None     16.7     86.0     19.0      0.9    100.0      1.6    110.0      3.9     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.6     18.4     18.9     19.3    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     22.0     None   -99.95     None     19.2     19.0
A2C560 2025121002   1006.1   1020.9     18.8     None     17.1     89.0     19.5      0.5    100.0      1.3    110.0      2.9    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.5     18.4     18.9     19.3    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     21.7     None   -99.95     None     19.1     18.7
A2C560 2025121003   1006.3   1021.2     18.0     None     16.9     93.0     19.3      0.5    190.0      1.3    190.0      3.0    190.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.3     18.3     18.8     19.3    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     20.7     None   -99.95     None     18.8     18.0
A2C560 2025121004   1006.6   1021.5     17.4     None     16.7     95.0     19.0      0.3    250.0      1.0    180.0      2.2    200.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.0     18.2     18.8     19.2    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     19.9     None   -99.95     None     18.1     17.4
A2C560 2025121005   1006.0   1020.9     17.2     None     16.4     95.0     18.7      1.4    160.0      1.5    160.0      3.0    170.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.9     18.1     18.7     19.2    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     19.6     None   -99.95     None     17.5     17.1
A2C560 2025121006   1006.4   1021.3     17.0     None     16.5     96.0     18.8      0.5    170.0      1.4    160.0      3.1    160.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.7     18.0     18.6     19.1    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     19.4     None   -99.95     None     17.2     16.8
A2C560 2025121007   1006.9   1021.8     17.1     None     16.6     97.0     18.8      0.7    180.0      0.8    180.0      2.2    190.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.5     17.9     18.6     19.1    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        3     19.3     None   -99.95     None     17.0     16.7
A2C560 2025121008   1007.2   1022.0     19.4     None     17.1     86.0     19.5      0.9    180.0      1.0    180.0      2.6    160.0      0.0     -9.5      0.3     None     None     None     None     None     None     None     None     None     None     None     None     19.0     18.0     18.5     19.1    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.39        2     22.6     None   -99.95     None     19.5     17.1
A2C560 2025121009   1007.5   1022.2     21.7     None     18.1     80.0     20.9      0.6    230.0      1.4    220.0      3.3    200.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     20.9     18.4     18.6     19.0    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.16        2     25.8     None   -99.95     None     21.6     19.4
A2C560 2025121010   1007.5   1022.3     21.4     None     17.7     79.0     20.3      1.3    220.0      1.6    220.0      3.6    230.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     21.2     18.9     18.8     19.0    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.12        1     25.4     None   -99.95     None     22.5     21.3
A2C560 2025121011   1006.8   1021.5     23.2     None     17.7     71.0     20.4      1.2    250.0      1.7    220.0      4.2    190.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     23.6     19.5     19.1     19.0    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.93        8     28.7     None   -99.95     None     23.9     21.4
A2C560 2025121012   1005.8   1020.5     23.6     None     17.7     69.0     20.8      1.3    310.0      1.4    300.0      3.7    300.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     23.7     20.0     19.4     19.1    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.66        8     29.2     None   -99.95     None     23.7     22.6
A2C560 2025121013   1005.0   1019.6     23.2     None     17.9     72.0     20.5      1.3    310.0      2.0    320.0      5.3    310.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     23.8     20.4     19.8     19.2    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.79        7     28.5     None   -99.95     None     23.8     22.5
A2C560 2025121014   1004.3   1018.9     24.1     None     17.9     68.0     20.5      1.0    300.0      1.8    310.0      4.8    320.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     23.7     20.7     20.2     19.4    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.95        7     29.9     None   -99.95     None     24.1     22.9
A2C560 2025121015   1004.4   1019.0     21.8     None     17.4     76.0     19.9      2.0    320.0      2.2    320.0      6.4    320.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     22.6     21.0     20.5     19.5    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.77        6     26.1     None   -99.95     None     24.1     21.8
A2C560 2025121016   1004.5   1019.3     20.3     None     17.5     83.0     20.0      1.5    320.0      2.4    310.0      5.6    320.0      0.0     -9.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None     21.5     20.8     20.7     19.7    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.84        5     23.8     None   -99.95     None     21.8     20.3
A2C560 2025121017   1005.0   1019.8     19.4     None     17.0     86.0     19.3      1.2    320.0      1.5    320.0      4.0    320.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.8     20.6     20.6     19.8    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.16        3     22.4     None   -99.95     None     20.3     19.3
A2C560 2025121018   1005.7   1020.5     18.9     None     16.8     87.0     19.2      0.9    310.0      1.2    320.0      3.6    320.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.4     20.3     20.5     19.9    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     21.8     None   -99.95     None     19.4     18.9
A2C560 2025121019   1006.2   1021.0     18.5     None     16.4     87.0     18.7      0.7    330.0      1.2    320.0      3.5    310.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.0     20.1     20.4     20.0    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     21.3     None   -99.95     None     18.9     18.5
A2C560 2025121020   1006.6   1021.4     18.6     None     16.2     85.0     18.5      0.7    330.0      1.2    320.0      4.1    270.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.9     19.9     20.2     20.0    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     21.5     None   -99.95     None     18.7     18.5
A2C560 2025121021   1006.4   1021.3     18.0     None     16.2     88.0     18.4      0.5    300.0      0.8    320.0      2.0    320.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.3     19.7     20.1     20.0    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     20.7     None   -99.95     None     18.6     18.0
A2C560 2025121022   1006.6   1021.5     17.5     None     16.1     91.0     18.2      0.3    330.0      0.6    320.0      1.7    310.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.0     19.4     20.0     20.0    -99.5     20.3     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     20.0     None   -99.95     None     18.0     17.4
A2C560 2025121023   1006.3   1021.2     17.8     None     16.2     90.0     18.4      0.6    300.0      0.6    300.0      1.5    290.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.1     19.3     19.8     19.9    -99.5     20.4     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     20.3     None   -99.95     None     17.8     17.4
A2C560 2025121024   1006.2   1021.0     18.1     None     15.6     85.0     17.6      0.5    310.0      1.0    310.0      2.2    320.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.1     19.2     19.7     19.9    -99.5     20.4     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     20.7     None   -99.95     None     18.1     17.8
A2C560 2025121101   1006.0   1021.0     17.1     None     15.7     91.0     17.8      0.4    290.0      0.5    320.0      2.1    330.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.5     19.0     19.6     19.8    -99.5     20.4     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     19.5     None   -99.95     None     18.1     17.1
A2C560 2025121102   1005.9   1020.9     16.7     None     15.7     93.0     17.9      0.0     None      0.9    300.0      2.0    300.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.0     18.8     19.5     19.8    -99.5     20.4     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     19.1     None   -99.95     None     17.1     16.7
A2C560 2025121103   1006.2   1021.1     17.0     None     15.9     93.0     18.1      0.4    280.0      0.5    280.0      1.8    270.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.2     18.6     19.3     19.7    -99.5     20.4     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     19.3     None   -99.95     None     16.9     16.2
A2C560 2025121104   1006.4   1021.3     16.7     None     15.1     90.0     17.2      0.5    220.0      0.5    220.0      1.7    220.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.9     18.5     19.2     19.7    -99.5     20.4     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     19.0     None   -99.95     None     17.4     16.6
A2C560 2025121105   1006.5   1021.4     17.2     None     15.1     87.0     17.1      0.4    230.0      0.5    220.0      1.5    230.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.8     18.4     19.1     19.6    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     19.4     None   -99.95     None     17.0     16.7
A2C560 2025121106   1006.7   1021.6     16.7     None     15.1     90.0     17.2      0.0     None      0.3    230.0      0.7    140.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.8     18.3     19.0     19.5    -99.5     20.4     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     19.0     None   -99.95     None     17.4     16.6
A2C560 2025121107   1007.0   1022.0     16.3     None     15.3     93.0     17.2      0.0     None      0.0     None      0.5    140.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.5     18.2     18.9     19.5    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        2     18.4     None   -99.95     None     16.8     16.0
A2C560 2025121108   1007.5   1022.4     18.3     None     15.6     84.0     17.7      0.3     90.0      0.6     70.0      2.1     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.6     18.2     18.8     19.4    -99.5     20.4     22.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.2        2     21.1     None   -99.95     None     18.4     16.3
A2C560 2025121109   1007.8   1022.6     20.4     None     15.6     73.0     17.4      1.4     90.0      1.4     90.0      3.2    120.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     20.6     18.6     18.9     19.4    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.28        2     23.9     None   -99.95     None     20.5     18.3
A2C560 2025121110   1007.6   1022.3     20.9     None     15.1     69.0     16.9      0.8     20.0      1.5     60.0      3.7     70.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     21.7     19.1     19.0     19.3    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.69        0     24.5     None   -99.95     None     21.4     20.4
A2C560 2025121111   1007.0   1021.6     22.6     None     14.9     61.0     17.0      1.1     60.0      1.7     60.0      4.3     40.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     23.5     19.7     19.3     19.3    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.46        8     27.4     None   -99.95     None     22.8     20.9
A2C560 2025121112   1006.4   1021.2     21.7     None     15.0     65.0     17.2      2.0     50.0      2.0     50.0      4.6     40.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     23.4     20.2     19.7     19.4    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.35        7     25.9     None   -99.95     None     22.6     21.0
A2C560 2025121113   1005.8   1020.5     21.6     None     14.6     64.0     16.5      1.8     40.0      2.1     40.0      5.6     40.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     23.4     20.6     20.1     19.5    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.37        7     25.7     None   -99.95     None     21.9     21.1
A2C560 2025121114   1005.5   1020.2     21.5     None     14.8     65.0     16.9      1.9     50.0      2.7     50.0      6.7     20.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     22.7     20.8     20.4     19.7    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.17        6     25.4     None   -99.95     None     22.0     20.7
A2C560 2025121115   1005.6   1020.3     19.8     None     14.6     71.0     16.6      2.6     40.0      3.2     40.0      8.1     10.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     21.4     20.8     20.7     19.8    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.42        5     23.1     None   -99.95     None     21.5     19.7
A2C560 2025121116   1006.1   1020.9     19.2     None     15.0     76.0     17.0      2.4     30.0      3.1     30.0      8.5     40.0      0.0     -9.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None     20.3     20.4     20.7     20.0    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.59        3     22.3     None   -99.95     None     19.8     19.2
A2C560 2025121117   1006.7   1021.5     18.9     None     14.9     77.0     17.0      1.6     30.0      2.6     40.0      7.7    350.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.8     20.1     20.5     20.1    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.14        3     21.9     None   -99.95     None     19.3     19.0
A2C560 2025121118   1007.1   1021.9     19.0     None     14.5     75.0     16.6      2.2     40.0      2.5     50.0      7.2     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.5     19.8     20.3     20.1    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     21.9     None   -99.95     None     19.1     18.9
A2C560 2025121119   1007.3   1022.1     18.9     None     14.8     77.0     16.8      2.1     60.0      2.4     40.0      5.9     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.2     19.5     20.1     20.1    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     21.8     None   -99.95     None     19.0     18.8
A2C560 2025121120   1007.5   1022.4     19.2     None     14.8     75.0     16.8      1.5     80.0      3.0     50.0      6.4     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.2     19.3     19.9     20.0    -99.5     20.4     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     22.2     None   -99.95     None     19.4     18.9
A2C560 2025121121   1007.6   1022.4     19.8     None     15.1     74.0     17.1      1.4    110.0      1.7     70.0      5.3     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.4     19.2     19.8     20.0    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     23.0     None   -99.95     None     19.8     19.2
A2C560 2025121122   1007.3   1022.2     19.2     None     15.2     77.0     17.3      1.3     70.0      1.7    110.0      4.9    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.2     19.1     19.7     19.9    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     22.2     None   -99.95     None     19.8     19.1
A2C560 2025121123   1007.0   1021.8     19.6     None     15.3     76.0     17.4      1.7     70.0      1.8     80.0      5.9    130.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.2     19.0     19.6     19.9    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     22.8     None   -99.95     None     19.6     19.2
A2C560 2025121124   1006.6   1021.4     19.4     None     15.3     76.0     17.3      0.9     90.0      1.7     60.0      5.7     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.1     18.9     19.5     19.8    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     22.5     None   -99.95     None     19.6     19.2
A2C560 2025121201   1006.5   1021.3     19.4     None     15.1     75.0     17.1      1.0     80.0      1.4     70.0      4.4     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.2     18.8     19.4     19.8    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     22.6     None   -99.95     None     19.5     19.4
A2C560 2025121202   1006.2   1021.1     19.3     None     15.1     76.0     17.2      0.9     90.0      1.3    110.0      4.3    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.1     18.8     19.3     19.7    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     22.4     None   -99.95     None     19.5     19.2
A2C560 2025121203   1006.1   1020.9     19.3     None     14.9     75.0     17.0      1.1     80.0      1.2     80.0      4.0    110.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.0     18.7     19.3     19.7    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     22.4     None   -99.95     None     19.4     19.2
A2C560 2025121204   1006.1   1020.9     19.4     None     14.8     75.0     16.9      1.0     80.0      1.3     80.0      3.8     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.0     18.7     19.2     19.6    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     22.5     None   -99.95     None     19.4     19.3
A2C560 2025121205   1006.4   1021.1     19.4     None     14.6     74.0     16.7      1.5     60.0      1.5     60.0      5.2     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.9     18.6     19.2     19.6    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     22.5     None   -99.95     None     19.4     19.3
A2C560 2025121206   1006.9   1021.7     19.4     None     14.5     73.0     16.5      1.3     70.0      1.7     50.0      4.9     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.9     18.6     19.1     19.6    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     22.4     None   -99.95     None     19.4     19.2
A2C560 2025121207   1007.4   1022.2     19.4     None     14.8     74.0     16.8      0.9     70.0      1.6     60.0      4.8     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.9     18.5     19.1     19.5    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        3     22.4     None   -99.95     None     19.4     19.2
A2C560 2025121208   1007.8   1022.6     19.9     None     15.0     73.0     17.0      1.3     90.0      1.7     90.0      4.8     40.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None     19.4     18.5     19.0     19.5    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.24        2     23.2     None   -99.95     None     19.9     19.4
A2C560 2025121209   1008.2   1023.0     20.4     None     15.2     72.0     17.4      1.5     70.0      1.8     80.0      5.6     50.0      0.0     -9.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None     19.8     18.6     19.0     19.5    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.46        2     23.9     None   -99.95     None     20.4     19.8
A2C560 2025121210   1008.1   1022.8     22.4     None     15.4     64.0     17.5      2.0    100.0      2.0    100.0      6.6     60.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     21.8     18.9     19.1     19.4    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.31        0     27.1     None   -99.95     None     22.4     20.4
A2C560 2025121211   1007.5   1022.3     21.3     None     15.5     69.0     17.6      1.9    110.0      2.3    110.0      7.2    100.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     21.7     19.3     19.3     19.4    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.45        8     25.3     None   -99.95     None     22.4     21.0
A2C560 2025121212   1006.9   1021.7     20.3     None     15.3     73.0     17.4      2.2     50.0      2.4     50.0      6.7     40.0      0.0     -9.5      0.9     None     None     None     None     None     None     None     None     None     None     None     None     20.8     19.4     19.5     19.5    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.72        8     23.8     None   -99.95     None     21.5     20.3
A2C560 2025121213   1006.4   1021.2     19.8     None     15.1     74.0     17.1      2.4     30.0      2.4     30.0      6.0     30.0      0.0     -9.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None     20.3     19.4     19.6     19.5    -99.5     20.5     22.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.4        7     23.1     None   -99.95     None     20.3     19.7
