* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01     EP05     TX02     TX04
82C160 2025031203    991.6   1015.9     17.8     None     16.3       90     18.5      1.7    160.0      2.5    170.0      4.6    170.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.1     18.6     18.9     18.9    -99.5     18.1     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     20.4     None   -99.95     None     18.0     16.2
82C160 2025031204    991.5   1015.8     17.7     None     16.5       92     18.8      0.6    100.0      2.1    140.0      4.1    140.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.2     18.5     18.8     18.9    -99.5     18.1     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     20.2     None   -99.95     None     18.3     17.7
82C160 2025031205    991.9   1016.2     17.5     None     16.6       94     18.9      0.0      0.0      0.7    110.0      1.5    150.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.2     18.4     18.7     18.9    -99.5     18.2     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     19.9     None   -99.95     None     17.7     17.1
82C160 2025031206    992.4   1016.7     18.0     None     16.6       91     18.8      0.5    260.0      0.8    260.0      1.4    270.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.3     18.4     18.7     18.8    -99.5     18.2     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     20.6     None   -99.95     None     18.1     17.5
82C160 2025031207    992.9   1017.1     18.7     None     17.2       91     19.4      0.0      0.0      0.7    120.0      1.2    140.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.4     18.4     18.6     18.8    -99.5     18.2     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.1        2     21.4     None   -99.95     None     18.6     17.9
82C160 2025031208    993.5   1017.6     20.2     None     17.3       83     19.5      0.0      0.0      0.4    270.0      1.1    300.0      0.0     -9.5      0.3     None     None     None     None     None     None     None     None     None     None     None     None     18.7     18.5     18.6     18.8    -99.5     18.3     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.36        2     23.6     None   -99.95     None     20.2     18.7
82C160 2025031209    993.8   1017.7     22.4     None     18.4       78     21.0      0.0      0.0      0.0      0.0      0.6     80.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     19.3     18.7     18.7     18.7    -99.5     18.3     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.76        2     26.9     None   -99.95     None     22.3     20.2
82C160 2025031210    993.7   1017.4     25.8     None     16.4       56     18.8      1.5    230.0      1.7    240.0      3.9    210.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     20.5     19.1     18.8     18.7    -99.5     18.3     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.82        1     33.2     None   -99.95     None     25.8     22.4
82C160 2025031211    993.1   1016.7     27.0     None     17.2       54     19.7      1.9    230.0      2.1    220.0      5.0    220.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     21.3     19.6     19.0     18.7    -99.5     18.3     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.69        8     35.4     None   -99.95     None     27.3     25.3
82C160 2025031212    992.1   1015.7     27.1     None     17.9       57     19.9      1.3    260.0      2.1    240.0      4.6    270.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     22.1     20.1     19.3     18.8    -99.5     18.4     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.84        8     35.7     None   -99.95     None     27.9     26.7
82C160 2025031213    990.9   1014.4     27.4     None     17.2       53     19.8      2.0    270.0      2.0    250.0      5.6    300.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     22.6     20.6     19.6     18.9    -99.5     18.4     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.71        8     36.7     None   -99.95     None     28.8     26.9
82C160 2025031214    989.9   1013.3     29.0     None     17.4       49     19.9      2.2    240.0      2.3    280.0      5.5    220.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     23.0     21.0     20.0     19.0    -99.5     18.4     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.95        7     40.1     None   -99.95     None     29.3     27.0
82C160 2025031215    989.3   1012.6     29.5     None     17.5       48     20.3      2.1    250.0      2.2    230.0      5.3    290.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     23.4     21.4     20.3     19.2    -99.5     18.4     18.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.76        6     40.8     None   -99.95     None     29.6     29.0
82C160 2025031216    989.0   1012.4     27.9     None     18.2       55     20.9      2.4    290.0      2.4    290.0      5.7    210.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     23.6     21.7     20.6     19.3    -99.5     18.4     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.04        6     37.7     None   -99.95     None     29.7     27.9
82C160 2025031217    989.0   1012.5     26.3     None     18.0       60     20.7      2.4    290.0      2.6    290.0      4.8    280.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     23.0     21.8     20.9     19.5    -99.5     18.4     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.13        6     34.5     None   -99.95     None     27.9     26.4
82C160 2025031218    989.3   1013.0     24.5     None     18.4       68     21.0      1.9    280.0      2.8    300.0      4.8    310.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None     22.5     21.8     21.1     19.7    -99.5     18.5     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.2        5     30.7     None   -99.95     None     26.3     24.5
82C160 2025031219    989.7   1013.5     23.1     None     18.3       74     21.1      1.4    260.0      1.7    280.0      3.7    250.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     22.0     21.7     21.1     19.9    -99.5     18.5     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     28.3     None   -99.95     None     24.5     23.1
82C160 2025031220    990.3   1014.1     23.0     None     18.1       74     20.8      1.1    250.0      1.5    260.0      3.5    290.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     21.7     21.5     21.2     20.1    -99.5     18.5     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     28.1     None   -99.95     None     23.1     22.4
82C160 2025031221    990.5   1014.5     21.8     None     18.5       81     21.4      0.6    150.0      1.4    250.0      3.5    260.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     21.5     21.4     21.1     20.2    -99.5     18.6     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     26.2     None   -99.95     None     23.0     21.8
82C160 2025031222    991.0   1015.0     21.4     None     18.8       85     21.6      0.3    260.0      1.2    230.0      2.0    290.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     21.3     21.3     21.1     20.3    -99.5     18.6     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     25.4     None   -99.95     None     22.0     21.4
82C160 2025031223    990.8   1014.7     20.7     None     19.1       90     22.1      0.7    110.0      0.7    210.0      1.4    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     21.2     21.1     21.0     20.3    -99.5     18.6     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     24.5     None   -99.95     None     21.4     20.6
82C160 2025031224    990.9   1014.9     20.6     None     19.1       90     22.0      0.3    140.0      0.9    120.0      1.8    130.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     21.0     21.0     21.0     20.4    -99.5     18.7     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     24.2     None   -99.95     None     21.1     20.5
82C160 2025031301    990.5   1014.6     20.4     None     18.7       90     21.5      0.0      0.0      1.1    150.0      2.0    130.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.8     20.9     20.9     20.4    -99.5     18.7     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     23.9     None   -99.95     None     21.2     20.3
82C160 2025031302    990.4   1014.5     19.8     None     18.7       93     21.5      0.4    260.0      0.7    260.0      1.1    270.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.7     20.8     20.9     20.4    -99.5     18.8     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     23.1     None   -99.95     None     20.4     19.8
82C160 2025031303    990.3   1014.3     19.9     None     18.7       92     21.6      1.2    210.0      1.2    210.0      1.7    210.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.5     20.7     20.8     20.4    -99.5     18.8     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     23.3     None   -99.95     None     19.9     19.7
82C160 2025031304    990.6   1014.6     20.6     None     18.9       89     21.9      0.7    260.0      1.2    210.0      1.7    270.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.5     20.6     20.7     20.4    -99.5     18.9     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     24.3     None   -99.95     None     20.7     19.9
82C160 2025031305    990.7   1014.7     20.3     None     19.1       92     22.0      0.0      0.0      0.7    250.0      1.1    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.6     20.6     20.6     20.4    -99.5     18.9     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     23.8     None   -99.95     None     20.7     20.2
82C160 2025031306    990.5   1014.6     19.6     None     18.9       95     21.8      0.5     20.0      1.2    140.0      2.4    140.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.5     20.5     20.6     20.4    -99.5     19.0     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     22.8     None   -99.95     None     20.6     19.6
82C160 2025031307    991.4   1015.4     20.9     None     19.5       91     22.8      1.6    270.0      2.0    290.0      3.2    290.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None     20.5     20.5     20.5     20.4    -99.5     19.0     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.17        3     24.7     None   -99.95     None     20.9     19.6
82C160 2025031308    992.4   1016.5     20.9     None     19.8       93     23.0      0.0      0.0      1.6    290.0      3.2    290.0      0.0     -9.5      0.3     None     None     None     None     None     None     None     None     None     None     None     None     20.8     20.5     20.5     20.3    -99.5     19.0     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.29        3     24.7     None   -99.95     None     21.1     20.8
82C160 2025031309    993.2   1017.3     20.8     None     19.2       90     22.1      1.7    300.0      1.9    300.0      4.1    310.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.8     20.6     20.5     20.3    -99.5     19.1     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.12        2     24.6     None   -99.95     None     21.1     20.8
82C160 2025031310    993.7   1017.9     19.7     None     19.5       99     22.7      0.0      0.0      1.7    300.0      4.4    260.0     13.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.4     20.4     20.5     20.4    -99.5     19.2     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        1     22.9     None   -99.95     None     20.8     19.5
82C160 2025031311    993.7   1017.8     19.6     None     19.5       99     22.7      0.7    270.0      1.9    290.0      4.3    280.0      8.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.4     20.4     20.5     20.3    -99.5     19.2     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.15        1     22.8     None   -99.95     None     20.0     19.5
82C160 2025031312    994.0   1018.3     17.4     None     17.2       99     19.6      0.7     70.0      2.4    350.0      4.7    350.0      1.0     -9.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None     20.1     20.3     20.4     20.3    -99.5     19.3     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.48        1     19.7     None   -99.95     None     19.6     16.8
82C160 2025031313    992.1   1016.4     18.8     None     18.6       98     21.4      0.7     60.0      1.0    110.0      2.5     90.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     20.5     20.3     20.4     20.3    -99.5     19.3     18.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.25        8     21.7     None   -99.95     None     19.0     16.8
82C160 2025031314    991.1   1015.2     20.2     None     19.5       95     22.6      0.8    160.0      1.5    150.0      4.0    140.0      0.0     -9.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None     20.8     20.5     20.4     20.3    -99.5     19.3     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.91        8     23.7     None   -99.95     None     20.2     18.6
82C160 2025031315    990.6   1014.7     20.4     None     20.1       98     23.6      1.0    220.0      1.0    220.0      1.9    220.0      1.5     -9.5      0.3     None     None     None     None     None     None     None     None     None     None     None     None     20.9     20.6     20.5     20.3    -99.5     19.3     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.35        6     24.0     None   -99.95     None     20.6     20.2
82C160 2025031316    991.0   1015.0     20.3     None     19.9       97     23.2      1.4    270.0      2.4    210.0      4.1    220.0      3.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     21.0     20.7     20.6     20.3    -99.5     19.4     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.2        6     23.8     None   -99.95     None     20.5     20.2
82C160 2025031317    990.8   1014.8     20.2     None     19.9       97     23.6      1.2    360.0      1.4    270.0      5.2     20.0      3.5     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None     21.0     20.8     20.7     20.4    -99.5     19.4     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.19        8     23.9     None   -99.95     None     20.4     20.2
82C160 2025031318    991.3   1015.7     16.7     None     16.6       99     18.9      1.1     10.0      2.5     10.0      5.3    360.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     20.4     20.7     20.7     20.4    -99.5     19.4     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.1        2     19.0     None   -99.95     None     20.2     16.7
82C160 2025031319    992.5   1017.0     15.9     None     15.8       99     17.9      0.4    350.0      1.6     10.0      3.8    350.0      0.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.9     20.5     20.6     20.4    -99.5     19.5     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     18.0     None   -99.95     None     16.7     15.7
82C160 2025031320    993.3   1017.8     16.1     None     16.0       99     18.1      0.3    330.0      1.0    300.0      2.4    300.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.7     20.3     20.5     20.4    -99.5     19.5     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     18.3     None   -99.95     None     16.1     15.9
82C160 2025031321    993.4   1017.9     16.4     None     16.3       99     18.4      0.6     80.0      1.2     10.0      2.5    360.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.5     20.1     20.4     20.4    -99.5     19.5     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     18.6     None   -99.95     None     16.4     16.0
82C160 2025031322    993.0   1017.4     17.0     None     16.9       99     19.2      0.9     80.0      1.2     80.0      2.4     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.5     20.0     20.3     20.4    -99.5     19.5     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     19.3     None   -99.95     None     17.0     16.4
82C160 2025031323    992.8   1017.1     17.2     None     17.1       99     19.5      0.4     60.0      1.1     80.0      2.8     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.4     19.9     20.2     20.4    -99.5     19.5     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     19.6     None   -99.95     None     17.2     17.0
82C160 2025031324    992.3   1016.7     16.5     None     16.4       99     18.7      0.4     10.0      2.0    360.0      4.1     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.3     19.8     20.1     20.3    -99.5     19.5     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     18.8     None   -99.95     None     17.2     16.4
82C160 2025031401    991.4   1015.8     16.5     None     16.4       99     18.7      0.7     50.0      1.3     20.0      3.0     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.2     19.7     20.0     20.3    -99.5     19.6     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     18.8     None   -99.95     None     16.7     16.4
82C160 2025031402    991.7   1016.1     16.6     None     16.5       99     18.8      1.5    290.0      1.5    290.0      2.6    280.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.1     19.6     20.0     20.2    -99.5     19.6     18.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     18.9     None   -99.95     None     16.6     16.5
82C160 2025031403    992.1   1016.6     16.6     None     16.5       99     18.8      0.8    320.0      1.6    280.0      3.2    250.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.1     19.5     19.9     20.2    -99.5     19.6     18.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     18.9     None   -99.95     None     16.8     16.5
82C160 2025031404    991.8   1016.3     16.2     None     16.1       99     18.4      0.8     10.0      1.1     10.0      3.2    360.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.0     19.5     19.8     20.1    -99.5     19.6     18.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     18.5     None   -99.95     None     16.6     16.2
82C160 2025031405    992.4   1016.9     15.7     None     15.6       99     17.7      1.3     10.0      2.0     10.0      4.0    350.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.7     19.4     19.8     20.1    -99.5     19.6     18.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.8     None   -99.95     None     16.2     15.5
82C160 2025031406    993.5   1018.1     14.6     None     14.5       99     16.6      1.6     30.0      2.1     10.0      4.9     40.0      1.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.4     19.2     19.7     20.0    -99.5     19.6     18.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     16.7     None   -99.95     None     15.8     14.6
82C160 2025031407    992.8   1017.4     14.9     None     14.8       99     16.8      1.1     90.0      1.7     40.0      3.4     20.0      0.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.2     19.0     19.5     20.0    -99.5     19.6     18.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        0     16.9     None   -99.95     None     14.9     14.4
82C160 2025031408    993.6   1018.1     15.6     None     15.5       99     17.6      0.6     20.0      1.2     80.0      2.2     70.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None     18.3     18.9     19.4     19.9    -99.5     19.6     18.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.28        1     17.7     None   -99.95     None     15.6     14.9
82C160 2025031409    994.6   1019.2     15.5     None     15.4       99     17.6      1.2    320.0      1.3    310.0      3.4    310.0      0.0     -9.5      0.3     None     None     None     None     None     None     None     None     None     None     None     None     18.5     18.9     19.3     19.8    -99.5     19.6     18.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.4        3     17.7     None   -99.95     None     16.1     15.5
82C160 2025031410    995.5   1020.1     15.6     None     15.6       99     17.6      0.9     80.0      2.4     20.0      5.8     10.0      1.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None     18.3     18.9     19.3     19.8    -99.5     19.6     18.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.21        1     17.7     None   -99.95     None     15.6     15.2
82C160 2025031411    994.7   1019.3     15.7     None     15.6       99     17.7      1.2     70.0      1.8     30.0      5.5     70.0      0.5     -9.5      0.5     None     None     None     None     None     None     None     None     None     None     None     None     18.4     18.8     19.3     19.7    -99.5     19.6     18.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.57        0     17.8     None   -99.95     None     15.9     15.3
82C160 2025031412    994.1   1018.5     16.6     None     16.5       99     18.9      0.9     70.0      1.4     70.0      2.8     40.0      0.0     -9.5      0.9     None     None     None     None     None     None     None     None     None     None     None     None     18.7     18.9     19.2     19.7    -99.5     19.6     18.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.77        8     19.0     None   -99.95     None     16.7     15.7
82C160 2025031413    993.0   1017.4     17.6     None     17.6       99     20.1      1.0     90.0      1.5    130.0      3.3    110.0      3.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None     18.8     19.0     19.2     19.6    -99.5     19.6     18.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.38        8     20.2     None   -99.95     None     17.7     16.6
82C160 2025031414    992.1   1016.2     19.6     None     18.0       90     20.7      1.4    110.0      1.8    110.0      4.2    130.0      0.5     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     19.6     19.2     19.2     19.6    -99.5     19.6     19.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.45        7     22.7     None   -99.95     None     19.6     17.6
82C160 2025031415    991.3   1015.4     20.5     None     18.3       87     21.2      1.5     30.0      1.6     80.0      3.2     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     20.0     19.4     19.4     19.6    -99.5     19.6     19.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.22        6     24.2     None   -99.95     None     21.1     19.6
82C160 2025031416    990.9   1014.9     19.8     None     18.3       91     21.1      1.7     20.0      1.8     20.0      4.1     30.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     20.2     19.7     19.5     19.6    -99.5     19.6     19.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.93        6     23.2     None   -99.95     None     20.8     19.9
82C160 2025031417    991.1   1015.5     17.1     None     16.7       98     19.1      1.3     10.0      1.7     30.0      3.6    360.0      0.0     -9.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None     19.9     19.8     19.7     19.6    -99.5     19.6     19.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.36        6     19.5     None   -99.95     None     19.8     17.1
82C160 2025031418    991.2   1015.6     16.0     None     15.9       99     18.1      0.7     20.0      1.6     10.0      3.0    330.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.4     19.7     19.8     19.7    -99.5     19.6     19.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        5     18.2     None   -99.95     None     17.1     16.0
82C160 2025031419    991.7   1016.1     15.7     None     15.6       99     17.8      0.8     10.0      1.0    360.0      2.2     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     19.1     19.6     19.8     19.7    -99.5     19.6     19.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.9     None   -99.95     None     16.0     15.7
82C160 2025031420    992.4   1016.9     15.5     None     15.4       99     17.6      0.8    360.0      1.1     20.0      1.8    350.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.9     19.5     19.7     19.7    -99.5     19.6     19.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.7     None   -99.95     None     15.9     15.5
82C160 2025031421    992.7   1017.2     15.8     None     15.7       99     17.8      1.0     10.0      1.0     10.0      4.2     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.8     19.3     19.6     19.7    -99.5     19.6     19.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     17.9     None   -99.95     None     15.8     15.5
82C160 2025031422    992.7   1017.2     15.3     None     15.2       99     17.3      1.7     10.0      1.7     20.0      4.4    360.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.6     19.2     19.6     19.7    -99.5     19.6     19.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     17.4     None   -99.95     None     15.8     15.3
