* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01     EP05     TX02     TX04
C2C410 2026020622   1003.1   1018.5     16.0     None     15.4     96.0     17.5      3.5     30.0      3.5     30.0      6.0     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     18.2     None   -99.95     None     16.0     15.9
C2C410 2026020623   1003.4   1018.8     15.9     None     15.3     96.0     17.3      2.4     20.0      3.4     30.0      6.3     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     18.1     None   -99.95     None     16.0     15.9
C2C410 2026020624   1003.7   1019.2     15.2     None     14.6     96.0     16.6      4.5     20.0      4.5     20.0      8.6     10.0      0.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     17.3     None   -99.95     None     15.9     15.2
C2C410 2026020701   1004.3   1019.8     14.6     None     14.0     96.0     16.0      4.5     20.0      5.3     20.0      8.8     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     16.6     None   -99.95     None     15.2     14.6
C2C410 2026020702   1004.6   1020.1     14.1     None     13.5     96.0     15.4      5.3     20.0      5.4     10.0     11.6     20.0      0.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     16.1     None   -99.95     None     14.6     14.1
C2C410 2026020703   1005.2   1020.8     13.5     None     12.9     96.0     14.9      6.0     20.0      6.2     20.0     12.0     10.0      1.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.5     None   -99.95     None     14.1     13.5
C2C410 2026020704   1005.6   1021.2     13.2     None     12.4     95.0     14.4      6.0     30.0      6.4     30.0     11.1     40.0      1.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     15.2     None   -99.95     None     13.5     13.2
C2C410 2026020705   1006.0   1021.6     13.0     None     12.2     95.0     14.2      5.0     40.0      6.0     30.0     10.6     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     15.0     None   -99.95     None     13.2     12.8
C2C410 2026020706   1006.6   1022.2     13.0     None     11.9     93.0     13.9      4.8     30.0      6.4     30.0     11.8     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.0     None   -99.95     None     13.1     12.9
C2C410 2026020707   1006.9   1022.5     12.8     None     12.0     95.0     14.0      5.0     40.0      5.9     30.0     11.5     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     14.8     None   -99.95     None     13.1     12.8
C2C410 2026020708   1006.8   1022.4     13.1     None     12.0     93.0     14.0      4.2     50.0      4.9     40.0      8.9     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        0     15.1     None   -99.95     None     13.1     12.7
C2C410 2026020709   1007.1   1022.7     13.5     None     11.7     89.0     13.8      4.1     40.0      4.9     50.0      8.8     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.12        3     15.5     None   -99.95     None     13.5     13.1
C2C410 2026020710   1007.1   1022.7     13.9     None     11.6     86.0     13.7      4.6     40.0      4.8     50.0      9.9     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.2        0     15.9     None   -99.95     None     13.9     13.5
C2C410 2026020711   1006.8   1022.4     13.4     None     11.5     88.0     13.5      5.7     30.0      5.8     30.0     11.2     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.26        4     15.4     None   -99.95     None     13.9     13.4
C2C410 2026020712   1006.6   1022.2     13.1     None     11.0     87.0     13.1      6.1     30.0      6.7     30.0     11.7     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.19        2     15.1     None   -99.95     None     13.4     13.0
C2C410 2026020713   1006.1   1021.8     12.3     None     10.5     89.0     12.7      6.0     30.0      6.9     30.0     12.9     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.24        1     14.3     None   -99.95     None     13.0     12.3
C2C410 2026020714   1006.1   1021.8     12.0     None     10.7     92.0     12.9      6.1     30.0      6.2     30.0     12.4     30.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.27        3     14.0     None   -99.95     None     12.9     12.0
C2C410 2026020715   1006.1   1021.8     11.9     None     10.8     93.0     13.0      5.3     40.0      6.0     30.0     11.0     50.0      0.5     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.13        2     13.9     None   -99.95     None     12.0     11.8
C2C410 2026020716   1006.6   1022.3     11.8     None     10.9     94.0     13.0      4.9     30.0      6.0     30.0     11.6     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.07        3     13.8     None   -99.95     None     11.9     11.8
C2C410 2026020717   1007.2   1022.9     12.2     None     10.8     91.0     12.9      5.3     50.0      6.1     30.0     10.9     10.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        3     14.2     None   -99.95     None     12.2     11.8
C2C410 2026020718   1007.6   1023.3     12.3     None     10.2     87.0     12.4      4.4     50.0      5.4     50.0     10.5     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        1     14.3     None   -99.95     None     12.3     12.2
C2C410 2026020719   1008.4   1024.1     12.3     None     10.0     86.0     12.3      4.8     50.0      5.5     50.0     10.9     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.3     None   -99.95     None     12.3     12.2
C2C410 2026020720   1009.0   1024.7     12.2     None      9.8     85.0     12.1      5.5     50.0      5.5     40.0     10.5     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.2     None   -99.95     None     12.3     12.2
C2C410 2026020721   1009.7   1025.4     12.0     None      9.0     82.0     11.5      4.8     50.0      6.0     50.0     11.0     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.0     None   -99.95     None     12.2     12.0
C2C410 2026020722   1010.0   1025.7     12.0     None      8.5     79.0     11.1      4.5     50.0      5.5     50.0     11.8     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     14.0     None   -99.95     None     12.1     12.0
C2C410 2026020723   1010.3   1026.1     11.6     None      8.6     82.0     11.2      4.3     50.0      5.8     50.0     11.3     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     13.7     None   -99.95     None     12.0     11.5
C2C410 2026020724   1010.0   1025.8     11.5     None      7.8     78.0     10.6      5.3     50.0      5.5     50.0     10.4     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     13.6     None   -99.95     None     11.6     11.4
C2C410 2026020801   1009.9   1025.7     11.4     None      7.3     76.0     10.2      5.4     50.0      5.8     50.0     10.6     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     13.5     None   -99.95     None     11.5     11.4
C2C410 2026020802   1009.8   1025.6     11.3     None      7.2     76.0     10.2      5.6     50.0      5.8     50.0     12.2     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     13.4     None   -99.95     None     11.4     11.3
C2C410 2026020803   1010.2   1026.0     11.3     None      7.0     75.0     10.0      4.7     50.0      6.1     50.0     12.1     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     13.4     None   -99.95     None     11.4     11.3
C2C410 2026020804   1010.7   1026.5     10.9     None      7.0     77.0     10.0      5.2     50.0      5.7     50.0     11.8     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     13.0     None   -99.95     None     11.3     10.9
C2C410 2026020805   1011.5   1027.3     11.0     None      6.8     75.0      9.8      5.1     50.0      5.5     50.0     11.4     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     13.1     None   -99.95     None     11.0     10.8
C2C410 2026020806   1012.7   1028.6      9.6     None      6.1     79.0      9.4      5.6     40.0      6.6     40.0     13.0     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.0     None   -99.95     None     11.0      9.6
C2C410 2026020807   1013.9   1029.8      9.7     None      5.3     74.0      8.9      5.3     40.0      5.8     40.0     12.3     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.0     None   -99.95     None      9.9      9.7
C2C410 2026020808   1014.6   1030.6      9.5     None      4.7     72.0      8.6      4.9     30.0      6.0     40.0     13.1     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     11.9     None   -99.95     None      9.7      9.4
C2C410 2026020809   1015.0   1031.0      9.5     None      3.9     68.0      8.1      4.8     40.0      6.4     40.0     11.9     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.1        1     11.9     None   -99.95     None      9.6      9.4
C2C410 2026020810   1014.6   1030.6      9.5     None      2.8     63.0      7.5      5.3     40.0      6.3     50.0     12.3     50.0      0.0     -9.5      0.2     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.37        0     11.9     None   -99.95     None      9.8      9.5
C2C410 2026020811   1014.9   1030.8      9.7     None      2.1     59.0      7.1      5.3     40.0      5.7     40.0     12.6     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.33        0     12.0     None   -99.95     None      9.7      9.5
C2C410 2026020812   1015.2   1031.1      9.8     None      2.9     62.0      7.5      4.9     50.0      5.8     40.0     11.0     30.0      0.0     -9.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.45        3     12.1     None   -99.95     None     10.0      9.7
C2C410 2026020813   1014.2   1030.1      9.7     None      3.2     64.0      7.7      5.5     50.0      6.0     40.0     12.8     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.6        0     12.0     None   -99.95     None      9.8      9.5
C2C410 2026020814   1013.6   1029.5      9.6     None      2.9     63.0      7.5      5.8     40.0      6.0     40.0     11.2     70.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.65        0     12.0     None   -99.95     None      9.8      9.3
C2C410 2026020815   1013.3   1029.2      9.3     None      3.3     66.0      7.7      5.4     40.0      5.9     50.0     10.8     80.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.93        2     11.7     None   -99.95     None      9.9      9.2
C2C410 2026020816   1013.8   1029.7      9.4     None      1.6     58.0      6.8      5.2     50.0      5.7     50.0     12.4     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.63        2     11.8     None   -99.95     None      9.6      9.2
C2C410 2026020817   1014.2   1030.2      9.2     None      1.6     59.0      6.9      5.1     50.0      5.2     50.0     10.6     50.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.26        3     11.6     None   -99.95     None      9.5      9.1
C2C410 2026020818   1014.4   1030.4      8.8     None      1.9     62.0      7.0      4.6     60.0      5.5     50.0     12.4     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        1     11.3     None   -99.95     None      9.2      8.8
C2C410 2026020819   1014.8   1030.8      8.8     None      1.7     61.0      6.9      4.2     60.0      4.5     60.0      9.6     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     11.3     None   -99.95     None      8.8      8.7
C2C410 2026020820   1014.7   1030.7      9.3     None      2.6     63.0      7.4      4.1     70.0      4.6     60.0      8.9     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     11.7     None   -99.95     None      9.3      8.8
C2C410 2026020821   1014.4   1030.4      9.1     None      2.7     64.0      7.4      3.8     60.0      4.8     60.0      8.9     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     11.6     None   -99.95     None      9.4      8.9
C2C410 2026020822   1014.0   1030.0      9.2     None      2.1     61.0      7.1      4.5     60.0      5.3     70.0     10.6     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     11.6     None   -99.95     None      9.4      9.0
C2C410 2026020823   1013.4   1029.3      9.7     None      2.3     60.0      7.2      4.8     70.0      5.5     70.0     12.1     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     12.0     None   -99.95     None      9.7      9.0
C2C410 2026020824   1013.0   1028.9      9.7     None      2.6     61.0      7.3      4.5     80.0      7.1     80.0     14.3     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.0     None   -99.95     None      9.8      9.6
C2C410 2026020901   1012.6   1028.5      9.6     None      3.4     65.0      7.8      6.2     80.0      6.6     70.0     11.8     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     12.0     None   -99.95     None      9.7      9.6
C2C410 2026020902   1012.0   1027.9      9.7     None      3.5     65.0      7.8      4.8     70.0      7.0     80.0     12.7     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     12.0     None   -99.95     None      9.7      9.5
C2C410 2026020903   1011.0   1026.9      9.6     None      3.6     66.0      7.9      4.7     70.0      5.9     70.0     10.5     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     12.0     None   -99.95     None      9.7      9.4
C2C410 2026020904   1010.4   1026.3      9.7     None      4.3     69.0      8.3      5.2     70.0      6.0     80.0     12.1     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.0     None   -99.95     None      9.9      9.5
C2C410 2026020905   1010.4   1026.3      9.7     None      3.9     67.0      8.1      4.5     70.0      5.2     70.0     10.2     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     12.0     None   -99.95     None      9.8      9.6
C2C410 2026020906   1010.4   1026.2     10.4     None      4.8     68.0      8.6      3.9     70.0      5.5     70.0     10.5     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     12.6     None   -99.95     None     10.4      9.8
C2C410 2026020907   1010.7   1026.5     10.9     None      4.6     65.0      8.5      5.5     70.0      5.9     70.0     10.8     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     13.0     None   -99.95     None     10.9     10.3
C2C410 2026020908   1010.5   1026.3     11.2     None      5.1     66.0      8.8      4.8     70.0      5.7     70.0     10.7     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        0     13.3     None   -99.95     None     11.2     10.8
C2C410 2026020909   1010.5   1026.2     12.0     None      5.4     64.0      9.0      5.5     70.0      5.9     80.0     12.0     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.13        0     14.0     None   -99.95     None     12.0     11.2
C2C410 2026020910   1009.2   1024.9     12.6     None      5.8     63.0      9.2      5.7     80.0      6.1     70.0     11.7     70.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.33        1     14.6     None   -99.95     None     12.6     11.9
C2C410 2026020911   1007.8   1023.4     13.7     None      6.3     61.0      9.6      5.6     80.0      6.5     80.0     12.5     70.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.54        2     15.7     None   -99.95     None     13.7     12.6
C2C410 2026020912   1007.4   1023.0     14.2     None      6.3     59.0      9.6      4.9     80.0      6.3     80.0     11.8     70.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.64        3     16.2     None   -99.95     None     14.2     13.8
C2C410 2026020913   1006.1   1021.6     15.0     None      6.3     56.0      9.6      3.6     80.0      5.5     80.0      9.9     80.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.67        1     17.0     None   -99.95     None     15.0     14.2
C2C410 2026020914   1005.2   1020.6     16.0     None      7.3     56.0     10.2      3.5     80.0      4.5     90.0      9.2    110.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5    -99.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.06        2     18.2     None   -99.95     None     16.3     14.9
