* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025111712   1017.0   1019.5     22.8     None     21.3       91     25.3      8.8     40.0      9.5     40.0     15.6     50.0     -9.8      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      1.3        8     27.8     None     3.26
467050 2025111713   1016.5   1019.0     23.2     None     21.3       89     25.3      7.9     50.0     10.1     40.0     16.8     50.0     -9.8      0.4      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     1.24        8     28.4     None     3.28
467050 2025111714   1016.3   1018.8     22.6     None     20.3       87     23.8      8.1     50.0     10.1     50.0     15.5     40.0     -9.8      0.1      0.0     12.0     None     None      0.6     None     None       10        /        /        5      0.6     10.0     22.5     23.0     23.6     23.4     23.5     23.7     24.3     26.3     25.9     25.4     None        1     None        1     None     None     None     None     None     None     None     None     0.47        8     27.4     None     1.35
467050 2025111715   1016.4   1018.9     22.6     None     20.0       85     23.4      9.3     50.0      9.3     50.0     16.3     50.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.09        5     27.4     None     0.22
467050 2025111716   1016.8   1019.3     21.7     None     20.2       91     23.7      8.5     40.0      9.5     50.0     15.9     40.0     -9.8      0.8      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.07        3     26.0     None      0.1
467050 2025111717   1017.6   1020.1     21.4     None     19.9       91     23.2      8.0     50.0     10.2     40.0     19.1     40.0      0.5      1.0      0.0      3.0     None      2.1      0.6     None        3        7        /        2        7      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.06        3     25.5     None     0.04
467050 2025111718   1018.2   1020.7     22.0     None     19.7       87     22.9      9.4     50.0      9.4     50.0     17.0     60.0     -9.8      0.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     26.4     None      0.0
467050 2025111719   1019.0   1021.5     21.4     None     19.9       91     23.2      9.6     50.0      9.9     50.0     15.5     50.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     25.5     None      0.0
467050 2025111720   1019.7   1022.3     20.8     None     19.1       90     22.1      9.9     50.0     12.1     50.0     18.2     40.0      0.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     24.6     None      0.0
467050 2025111721   1020.1   1022.7     20.4     None     19.4       94     22.5      9.0     50.0     10.4     50.0     18.9     40.0      1.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     21.4     22.1     22.9     23.1     23.6     23.7     24.3     26.3     25.9     25.5     None     None     None        1     None     None     None     None     None     None     None     None      0.0        1     24.0     None      0.0
467050 2025111722   1020.1   1022.7     20.0     None     19.2       95     22.2     10.2     40.0     10.3     40.0     15.6     40.0      1.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     23.4     None      0.0
467050 2025111723   1020.0   1022.6     19.5     None     18.7       95     21.6     10.5     40.0     11.1     40.0     18.5     50.0      3.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     22.7     None      0.0
467050 2025111724   1019.9   1022.5     19.1     None     18.1       94     20.8     11.4     40.0     11.7     40.0     19.6     40.0      1.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     22.1     None      0.0
467050 2025111801   1020.2   1022.8     18.8     None     17.6       93     20.1     10.6     50.0     12.0     40.0     18.7     50.0      0.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     21.7     None      0.0
467050 2025111802   1020.2   1022.8     18.6     None     17.3       92     19.7      9.6     50.0     11.5     50.0     22.3     50.0      1.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     21.4     None      0.0
467050 2025111803   1020.6   1023.2     18.5     None     17.2       92     19.6     10.8     50.0     11.2     50.0     17.1     50.0      1.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     21.3     None      0.0
467050 2025111804   1020.9   1023.5     18.3     None     16.8       91     19.1      9.8     50.0     10.7     50.0     20.0     60.0      1.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     21.0     None      0.0
467050 2025111805   1021.3   1023.9     18.3     None     16.8       91     19.1     11.1     40.0     11.4     40.0     19.4     40.0      0.5      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     19.8     20.8     21.8     22.2     23.3     23.6     24.0     26.3     25.9     25.5     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     21.0     None      0.0
467050 2025111806   1022.0   1024.6     17.8     None     16.8       94     19.1     10.9     50.0     11.3     40.0     18.7     60.0      2.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     20.4     None      0.0
467050 2025111807   1022.5   1025.1     17.5     None     16.4       93     18.6     10.9     50.0     11.9     50.0     20.3     50.0      1.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.04        3     20.0     None     0.01
467050 2025111808   1023.2   1025.8     17.8     None     16.1       90     18.3      9.5     50.0     11.4     50.0     18.3     40.0      1.0      1.0      0.0      6.0     None      2.1      0.6     None        3        7        /        2        7      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.13        3     20.4     None     0.14
467050 2025111809   1023.2   1025.8     18.5     None     16.5       88     18.8     11.0     50.0     11.0     50.0     17.9     60.0      0.5      0.6      0.0     12.0     None     None      0.6     None     None       10        /        /        7      0.6     10.0     19.4     20.3     21.3     21.7     23.1     23.3     23.7     26.3     25.9     25.5     None        1     None        1     None     None     None     None     None     None     None     None     0.24        2     21.3     None     0.44
467050 2025111810   1022.9   1025.5     19.4     None     15.5       78     17.6     10.1     50.0     11.5     50.0     19.1     50.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.71        0     22.5     None     1.78
467050 2025111811   1022.4   1025.0     18.4     None     16.4       88     18.6      9.8     50.0     10.9     50.0     19.1     50.0     -9.8      0.4      0.0     12.0     None      2.1      0.6     None        1        9        /        2        7      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.33        8     21.2     None     1.04
467050 2025111812   1021.5   1024.1     17.4     None     15.9       91     18.1     12.0     50.0     12.0     50.0     18.2     40.0      1.0      0.9      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.27        8     19.9     None     0.87
467050 2025111813   1020.9   1023.5     17.7     None     15.5       87     17.6      8.9     50.0     11.8     50.0     19.3     40.0      0.5      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.36        8     20.3     None     1.12
467050 2025111814   1020.7   1023.3     17.4     None     15.2       87     17.3      9.8     50.0     11.5     50.0     19.9     40.0     -9.8      1.0      0.0      8.0     None      2.1      0.6     None        1        9        /        2        7      0.6     10.0     18.9     20.0     21.0     21.4     22.8     23.0     23.6     26.3     25.9     25.5     None        1     None        1     None     None     None     None     None     None     None     None     0.18        8     19.9     None     0.52
467050 2025111815   1020.5   1023.1     17.7     None     14.6       82     16.6     10.1     50.0     10.9     40.0     17.6     40.0      0.5      0.8      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.11        8     20.3     None     0.26
467050 2025111816   1020.8   1023.4     17.1     None     14.7       86     16.7     12.1     40.0     12.1     40.0     19.2     50.0     -9.8      0.9      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.05        5     19.5     None     0.09
467050 2025111817   1021.4   1024.0     17.1     None     14.0       82     16.0     10.6     40.0     12.2     40.0     20.0     50.0     -9.8      0.7      0.0     12.0     None      2.1      0.6     None        1        9        /        2        7      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.02        3     19.5     None     0.02
467050 2025111818   1022.2   1024.8     16.4     None     14.2       87     16.2     10.1     40.0     11.5     40.0     19.3     50.0      0.5      0.7      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     18.6     None      0.0
467050 2025111819   1022.7   1025.3     16.2     None     13.7       85     15.7     10.7     40.0     12.7     40.0     20.7     50.0     -9.8      0.7      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     18.4     None      0.0
467050 2025111820   1023.0   1025.6     17.0     None     13.3       79     15.3     10.0     50.0     11.4     50.0     18.1     50.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     19.4     None      0.0
467050 2025111821   1022.7   1025.3     16.7     None     13.4       81     15.4     11.0     50.0     11.4     50.0     19.1     50.0     -9.8      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     17.8     19.1     20.2     20.7     22.4     22.8     23.5     26.3     25.9     25.5     None     None     None        1     None     None     None     None     None     None     None     None      0.0        0     19.0     None      0.0
467050 2025111822   1023.0   1025.6     16.8     None     13.7       82     15.7     10.8     50.0     11.2     50.0     17.2     40.0     -9.8      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     19.1     None      0.0
467050 2025111823   1022.5   1025.1     16.7     None     13.4       81     15.4     11.1     50.0     11.1     50.0     18.1     40.0     -9.8      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     19.0     None      0.0
467050 2025111824   1022.3   1024.9     16.7     None     13.6       82     15.6      8.9     50.0     10.9     50.0     18.6     40.0     -9.8      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     19.0     None      0.0
467050 2025111901   1021.8   1024.4     15.9     None     13.0       83     15.0      9.8     50.0     10.9     50.0     17.3     60.0      0.5      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     18.1     None      0.0
467050 2025111902   1021.5   1024.1     16.3     None     11.9       75     13.9     11.0     50.0     11.0     50.0     18.2     30.0     -9.8      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     18.5     None      0.0
467050 2025111903   1022.0   1024.6     15.7     None     11.7       77     13.7     11.4     50.0     11.4     50.0     19.3     40.0     -9.8      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     17.8     None      0.0
467050 2025111904   1022.6   1025.2     15.3     None     10.5       73     12.7     11.2     40.0     11.6     50.0     18.6     40.0     -9.8      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.4     None      0.0
467050 2025111905   1023.3   1025.9     15.2     None      9.6       69     12.0      9.4     40.0     11.4     40.0     17.8     40.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     16.5     18.2     19.3     19.9     21.9     22.5     23.3     26.3     26.0     25.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.3     None      0.0
467050 2025111906   1023.3   1025.9     15.3     None     10.1       71     12.4      9.9     50.0     10.7     50.0     17.5     60.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     17.4     None      0.0
467050 2025111907   1023.8   1026.4     15.4     None     10.2       71     12.4     10.2     50.0     11.4     50.0     17.6     60.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.01        2     17.5     None      0.0
467050 2025111908   1023.8   1026.4     15.4     None     10.8       74     13.0     10.0     50.0     10.5     50.0     17.0     40.0     -9.8      0.3      0.0     12.0     None     None      0.9     None     None       10        /        /        5      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.04        0     17.5     None     0.05
467050 2025111909   1024.1   1026.7     15.5     None     11.3       76     13.4      9.6     50.0     10.8     50.0     16.4     50.0     -9.8      0.3      0.0     12.0     None     None      0.9     None     None       10        /        /        5      0.9     10.0     16.4     17.7     18.9     19.5     21.6     22.3     23.1     26.2     25.9     25.5     None        1     None        1     None     None     None     None     None     None     None     None     0.05        1     17.6     None     0.12
467050 2025111910   1024.5   1027.1     15.2     None     11.4       78     13.5     10.2     50.0     11.0     50.0     18.6     50.0     -9.8      0.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.07        3     17.3     None      0.2
467050 2025111911   1023.5   1026.1     15.7     None     11.5       76     13.6      9.3     50.0     11.1     50.0     18.7     80.0     -9.8      0.5      0.0     16.0     None     None      0.9     None     None       10        /        /        5      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.15        8     17.8     None     0.46
467050 2025111912   1022.8   1025.4     15.6     None     11.4       76     13.5     10.0     50.0     10.3     50.0     16.9     50.0     -9.8      0.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.14        8     17.7     None     0.47
467050 2025111913   1022.1   1024.7     15.7     None     11.5       76     13.6      9.0     50.0     10.6     50.0     17.2     50.0     -9.8      0.4      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.15        7     17.8     None     0.45
467050 2025111914   1021.5   1024.1     15.7     None     11.5       76     13.6      9.5     50.0     10.5     50.0     16.3     70.0     -9.8      0.3      0.0     12.0     None     None      0.6     None     None       10        /        /        7      0.6     10.0     16.4     17.6     18.7     19.2     21.2     22.1     23.0     26.2     25.9     25.5     None        1     None        1     None     None     None     None     None     None     None     None     0.11        7     17.8     None     0.31
467050 2025111915   1021.5   1024.1     15.2     None     11.4       78     13.5      8.9     50.0     10.2     50.0     16.9     60.0     -9.8      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.06        5     17.3     None     0.13
467050 2025111916   1021.4   1024.0     15.3     None     11.3       77     13.4     10.1     50.0     10.4     50.0     18.3     60.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.04        8     17.4     None     0.06
467050 2025111917   1022.1   1024.7     15.4     None     11.6       78     13.7      8.4     50.0     10.3     50.0     16.1     60.0     -9.8      0.4      0.0     12.0     None     None      0.6     None     None       10        /        /        5      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.01        3     17.5     None     0.01
467050 2025111918   1021.9   1024.5     15.7     None     11.7       77     13.7      8.9     60.0      9.7     50.0     15.6     40.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        0     17.8     None      0.0
467050 2025111919   1022.4   1025.0     16.2     None     11.2       72     13.3      9.1     50.0      9.8     50.0     15.9     40.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     18.4     None      0.0
467050 2025111920   1022.6   1025.2     16.4     None     10.1       66     12.4      8.9     50.0      9.7     50.0     15.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     18.6     None      0.0
467050 2025111921   1022.7   1025.3     16.6     None      8.6       59     11.2      9.7     50.0     10.1     50.0     16.8     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     16.1     17.3     18.4     18.9     20.9     21.8     22.9     26.2     25.9     25.5     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     18.9     None      0.0
467050 2025111922   1022.4   1025.0     16.6     None      9.1       61     11.6      8.9     50.0      9.8     50.0     15.4     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     18.9     None      0.0
467050 2025111923   1021.8   1024.4     16.7     None      9.2       61     11.6      8.4     60.0     10.2     50.0     15.9     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     19.0     None      0.0
467050 2025111924   1021.6   1024.2     16.9     None      9.6       62     12.0      8.9     60.0     10.0     60.0     16.1     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     19.3     None      0.0
467050 2025112001   1021.2   1023.8     17.1     None      9.5       61     11.9      8.9     60.0      9.9     50.0     15.6     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     19.5     None      0.0
467050 2025112002   1021.0   1023.6     17.2     None      9.4       60     11.8      9.1     60.0     10.4     60.0     16.8     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     19.6     None      0.0
467050 2025112003   1021.0   1023.6     17.1     None     10.7       66     12.9      9.8     50.0     10.3     50.0     17.5     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     19.5     None      0.0
467050 2025112004   1020.7   1023.3     17.1     None     10.9       67     13.0      9.9     60.0     10.3     60.0     16.1     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     19.5     None      0.0
467050 2025112005   1020.3   1022.9     17.0     None     10.6       66     12.8      8.7     60.0     11.0     60.0     16.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     16.2     17.1     18.1     18.5     20.5     21.6     22.8     26.2     25.9     25.5     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     19.4     None      0.0
467050 2025112006   1021.1   1023.7     17.1     None     10.7       66     12.9      9.0     60.0      9.6     60.0     15.7     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     19.5     None      0.0
467050 2025112007   1021.6   1024.2     17.1     None     10.5       65     12.7      7.6     60.0      9.6     60.0     13.9     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.05        3     19.5     None     0.03
467050 2025112008   1021.9   1024.5     18.0     None     11.8       67     13.8     10.4     60.0     10.4     60.0     16.2     50.0      0.0      0.0      0.4     20.0      7.0      3.0      0.9        2        2        3        9        3        1     None      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.68        1     20.6     None     0.43
467050 2025112009   1022.6   1025.2     18.7     None     11.5       63     13.6      8.4     60.0     10.9     60.0     16.6     60.0      0.0      0.0      0.1     20.0     None     None      0.9     None     None        9        /        /        5      0.9      9.0     16.8     17.2     18.2     18.5     20.3     21.5     22.7     26.1     25.9     25.5     None        0     None     None     None     None     None     None     None     None     None     None      0.9        2     21.6     None     1.12
467050 2025112010   1022.4   1025.0     19.4     None     12.0       62     14.0      8.5     60.0     10.5     60.0     17.0     60.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.4        0     22.5     None     2.35
467050 2025112011   1021.6   1024.2     19.8     None     13.5       67     15.5     10.0     50.0     10.9     50.0     17.3     60.0      0.0      0.0      0.6     20.0      7.0     None      0.6        3     None        5        9        0        5     None      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.07        8     23.1     None     3.87
467050 2025112012   1020.3   1022.9     20.4     None     12.7       61     14.7      9.9     60.0     10.5     60.0     16.4     40.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.51        8     24.0     None     4.97
467050 2025112013   1019.6   1022.2     20.6     None     13.3       63     15.3      8.5     50.0      9.9     50.0     17.1     50.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.89        7     24.3     None     3.84
467050 2025112014   1019.2   1021.8     20.3     None     13.0       63     15.0      9.1     50.0      9.8     50.0     16.0     60.0      0.0      0.0      0.3     25.0     None      3.6      0.6     None        5        3        0        3        4     None      8.0     18.4     18.4     19.2     19.2     20.2     21.4     22.6     26.1     25.8     25.5     None        0     None     None     None     None     None     None     None     None     None     None     1.56        8     23.8     None     2.87
467050 2025112015   1019.0   1021.6     19.5     None     14.1       71     16.1      9.4     50.0      9.4     50.0     15.6     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.89        8     22.7     None     1.42
467050 2025112016   1018.9   1021.5     19.1     None     14.2       73     16.2      8.2     50.0      9.7     50.0     17.4     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.46        8     22.1     None     0.55
467050 2025112017   1019.1   1021.7     19.1     None     14.4       74     16.4      9.3     50.0      9.3     50.0     14.6     50.0      0.0      0.0      0.0     25.0     None     None     0.45     None     None       10        /        /        4     0.45     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.16        5     22.1     None     0.09
