* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025081420   1008.2   1010.6     30.3     None     24.9       73     31.5      3.1    160.0      3.2    160.0      5.0    160.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     43.2     None      0.0
467050 2025081421   1008.6   1011.1     29.7     None     24.1       72     30.0      2.4    140.0      3.0    160.0      4.5    160.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     30.1     30.9     31.7     31.9     30.6     29.6     28.5     27.0     24.8     23.7     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     41.7     None      0.0
467050 2025081422   1008.7   1011.2     29.1     None     23.3       71     28.6      2.5    110.0      2.5    110.0      4.1    110.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     40.3     None      0.0
467050 2025081423   1008.3   1010.8     29.0     None     23.0       70     28.1      1.9    110.0      3.2    110.0      4.5    110.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     40.1     None      0.0
467050 2025081424   1007.3   1009.8     27.9     None     22.6       73     27.4      1.7     70.0      2.5    110.0      3.9    130.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     37.6     None      0.0
467050 2025081501   1006.7   1009.2     28.3     None     22.6       71     27.4      2.0     90.0      2.3     70.0      4.4     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     38.5     None      0.0
467050 2025081502   1006.3   1008.8     27.7     None     22.4       73     27.1      1.5    120.0      2.6     90.0      4.2    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     37.1     None      0.0
467050 2025081503   1005.9   1008.4     28.2     None     22.0       69     26.4      2.4    100.0      3.6     70.0      5.9     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     38.2     None      0.0
467050 2025081504   1005.8   1008.3     28.1     None     21.7       68     26.0      2.2     80.0      2.7     90.0      4.6     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     38.0     None      0.0
467050 2025081505   1005.7   1008.2     28.1     None     21.7       68     26.0      2.0    110.0      3.3     80.0      5.5    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.3     29.3     30.2     30.4     30.6     29.9     28.6     27.1     24.9     23.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     38.0     None      0.0
467050 2025081506   1006.2   1008.7     27.4     None     22.4       74     27.1      1.6    250.0      2.0    110.0      3.3    100.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        3     36.5     None     0.02
467050 2025081507   1006.8   1009.3     28.5     None     23.4       74     28.8      2.4    220.0      2.7    220.0      3.9    200.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.55        3     38.9     None     0.31
467050 2025081508   1007.1   1009.5     29.9     None     22.9       66     27.9      1.9    240.0      2.5    220.0      3.9    240.0      0.0      0.0      1.0     35.0      7.0     None     None        6     None     None        1        0        0     None      6.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.33        1     42.2     None     1.44
467050 2025081509   1007.2   1009.6     31.1     None     23.5       64     29.0      1.6    250.0      2.0    250.0      3.6    250.0      0.0      0.0      1.0     35.0      7.0     None      1.2        5     None        1        1        0        1     None      6.0     29.0     29.0     29.7     29.7     30.1     29.7     28.5     26.9     24.7     23.6     None        0     None     None     None     None     None     None     None     None     None     None     2.18        1     45.2     None     3.67
467050 2025081510   1007.3   1009.7     30.8     None     25.6       74     32.8      3.8    290.0      4.4    270.0      6.5    280.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.87        1     44.4     None     6.39
467050 2025081511   1007.2   1009.6     30.7     None     25.8       75     33.2      4.1    280.0      4.5    280.0      6.6    280.0      0.0      0.0      1.0     16.0      7.0     None      1.2        5     None        2        1        0        2     None      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     3.35        0     44.2     None     8.73
467050 2025081512   1006.6   1009.0     30.9     None     25.7       74     33.0      4.9    280.0      5.0    270.0      7.9    260.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.67        8     44.7     None    10.15
467050 2025081513   1006.1   1008.5     32.1     None     26.2       71     34.0      4.3    280.0      5.1    270.0      7.6    280.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.85        8     47.8     None    10.34
467050 2025081514   1005.7   1008.1     32.3     None     25.2       66     32.1      5.2    270.0      5.2    270.0      7.0    270.0      0.0      0.0      1.0     16.0      7.0      3.0      0.9        5        2        1        2        4        2     None      8.0     32.1     31.4     31.6     31.0     30.0     29.6     28.5     26.9     24.6     23.5     None        0     None     None     None     None     None     None     None     None     None     None     3.71        7     48.4     None     9.16
467050 2025081515   1005.5   1007.9     31.8     None     25.2       68     32.1      3.6    260.0      5.2    270.0      6.3    290.0      0.0      0.0      0.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.19        7     47.0     None     5.03
467050 2025081516   1005.4   1007.8     33.4     None     21.6       50     25.8      5.9     80.0      6.0     80.0      9.8    100.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.17        7     51.5     None     2.28
467050 2025081517   1005.1   1007.5     32.3     None     21.8       54     26.1      7.1     80.0      7.1     80.0     13.2     90.0      0.0      0.0      0.3     20.0      7.0      3.0      1.2        5        3        1        2        7        4     None      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      0.8        8     48.4     None     1.06
467050 2025081518   1005.3   1007.7     31.1     None     21.9       58     26.3      7.9     80.0      7.9     80.0     14.4     90.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.28        5     45.2     None     0.24
467050 2025081519   1005.8   1008.2     30.3     None     22.0       61     26.4      7.6     70.0      8.0     80.0     15.1     70.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        3     43.2     None     0.01
467050 2025081520   1006.3   1008.7     29.7     None     22.2       64     26.8      6.7     60.0      7.5     70.0     12.5     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     41.7     None      0.0
467050 2025081521   1007.0   1009.5     29.6     None     22.3       65     26.9      7.3     60.0      8.7     60.0     13.1     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     29.0     30.4     31.4     31.7     30.8     29.9     28.7     27.1     24.9     23.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     41.5     None      0.0
467050 2025081522   1006.8   1009.3     29.4     None     22.7       67     27.6      5.6     70.0      7.5     60.0     12.2     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     41.0     None      0.0
467050 2025081523   1006.5   1009.0     28.9     None     22.4       68     27.1      4.6     90.0      6.1     90.0     11.0     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     39.8     None      0.0
467050 2025081524   1006.2   1008.7     28.9     None     22.2       67     26.8      4.7     80.0      5.2     90.0      9.1     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     39.8     None      0.0
467050 2025081601   1005.9   1008.4     28.7     None     22.0       67     26.4      3.6    100.0      5.2     90.0      8.7    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     39.4     None      0.0
467050 2025081602   1005.8   1008.3     28.4     None     21.9       68     26.3      2.9    100.0      4.3     90.0      7.6     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     38.7     None      0.0
467050 2025081603   1006.0   1008.5     27.7     None     22.0       71     26.4      1.9    100.0      3.0    100.0      5.0    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     37.1     None      0.0
467050 2025081604   1006.0   1008.5     27.6     None     22.1       72     26.6      2.1    110.0      2.6    110.0      4.0    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     36.9     None      0.0
467050 2025081605   1006.3   1008.8     26.9     None     22.1       75     26.6      1.6    150.0      2.1    110.0      3.3    120.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.5     29.2     30.1     30.3     30.6     30.0     28.7     27.1     24.9     23.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     35.4     None      0.0
467050 2025081606   1006.8   1009.3     26.7     None     22.6       78     27.4      0.1      0.0      1.5    150.0      2.1    150.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        3     35.0     None     0.01
467050 2025081607   1007.3   1009.8     28.2     None     22.7       72     27.6      0.7    110.0      0.9    310.0      1.8    320.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.49        2     38.2     None      0.3
467050 2025081608   1007.7   1010.1     30.5     None     22.2       61     26.8      3.2    120.0      3.2    120.0      5.4    130.0      0.0      0.0      1.0     16.0      7.0      3.0      1.2        1        2        1        9        3        2     None      4.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.37        1     43.7     None     1.43
467050 2025081609   1007.9   1010.3     31.7     None     22.4       58     27.1      3.4    120.0      3.5    120.0      6.1    130.0      0.0      0.0      0.7     16.0      7.0      3.0      1.2        2        4        2        8        7        1     None      8.0     28.5     29.0     29.7     29.7     30.2     29.8     28.6     27.0     24.8     23.7     None        0     None     None     None     None     None     None     None     None     None     None     1.78        1     46.8     None     3.17
467050 2025081610   1007.7   1010.1     32.7     None     23.7       59     29.3      2.8     70.0      3.8    110.0      6.6     60.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.77        0     49.5     None     6.28
467050 2025081611   1007.0   1009.4     34.6     None     22.7       50     27.6      4.3     80.0      4.8     90.0      8.4    100.0      0.0      0.0      0.6     20.0      7.0     None      1.2        1     None        7        1        0        2      1.2      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.61        8     55.0     None     7.08
467050 2025081612   1006.2   1008.6     34.9     None     22.3       48     26.9      5.8    100.0      6.2     80.0     10.8     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.68        8     55.9     None    10.28
467050 2025081613   1005.5   1007.9     35.4     None     22.0       46     26.4      5.6     90.0      7.4     80.0     12.9     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.66        7     57.5     None     10.2
467050 2025081614   1005.0   1007.4     35.1     None     21.8       46     26.1      7.9     70.0      8.0     70.0     13.1     80.0      0.0      0.0      1.0     20.0      7.0     None      1.2        1     None        2        1        0        4     None      3.0     30.5     31.0     31.6     30.9     30.0     29.7     28.6     26.9     24.7     23.5     None        0     None     None     None     None     None     None     None     None     None     None     3.38        7     56.6     None     8.74
467050 2025081615   1004.8   1007.2     34.6     None     21.7       47     26.0      7.6     90.0      7.9     70.0     15.1     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.87        7     55.0     None     6.32
467050 2025081616   1004.5   1006.9     34.1     None     21.9       49     26.3      6.3     80.0      8.0     80.0     13.9     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.17        6     53.5     None     3.57
467050 2025081617   1004.4   1006.8     32.8     None     21.7       52     26.0      7.9     70.0      8.1     70.0     14.5     70.0      0.0      0.0      1.0     25.0      7.0      3.0      1.2        1        1        1        1        7        4     None      3.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.35        7     49.8     None      1.4
467050 2025081618   1004.9   1007.3     31.6     None     21.8       56     26.1      6.6     70.0      8.6     80.0     14.0     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.54        3     46.5     None     0.29
467050 2025081619   1004.9   1007.3     30.5     None     22.4       62     27.1      6.6     70.0      7.9     70.0     13.6     70.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        0     43.7     None     0.01
467050 2025081620   1005.6   1008.0     29.8     None     22.5       65     27.3      6.8     70.0      7.9     70.0     13.3     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     42.0     None      0.0
467050 2025081621   1006.2   1008.7     29.5     None     22.5       66     27.3      5.8     70.0      6.7     70.0     11.2     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     29.6     30.7     31.8     32.1     31.0     30.0     28.8     27.1     24.9     23.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     41.2     None      0.0
467050 2025081622   1006.5   1009.0     29.2     None     22.5       67     27.3      4.5     90.0      5.8     70.0     10.6     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     40.5     None      0.0
467050 2025081623   1006.4   1008.9     28.9     None     22.4       68     27.1      3.2     90.0      4.5     90.0      7.4     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     39.8     None      0.0
467050 2025081624   1006.5   1009.0     27.9     None     22.6       73     27.4      2.5     60.0      3.2     90.0      5.6    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     37.6     None      0.0
467050 2025081701   1006.3   1008.8     28.5     None     22.3       69     26.9      2.4    100.0      2.8    100.0      5.0    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     38.9     None      0.0
467050 2025081702   1006.8   1009.3     28.3     None     22.6       71     27.4      1.9    110.0      2.4    100.0      3.8    120.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     38.5     None      0.0
467050 2025081703   1006.9   1009.4     28.2     None     22.5       71     27.3      0.4    140.0      2.0    110.0      3.2    120.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     38.2     None      0.0
467050 2025081704   1007.3   1009.8     27.7     None     22.9       75     27.9      1.3    220.0      1.4    210.0      2.6    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     37.1     None      0.0
467050 2025081705   1007.4   1009.9     26.9     None     23.0       79     28.1      0.6    210.0      1.6    220.0      2.2    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.9     29.5     30.4     30.6     30.8     30.1     28.8     27.2     24.9     23.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     35.4     None      0.0
467050 2025081706   1007.7   1010.2     26.5     None     23.4       83     28.8      0.8     80.0      1.0     80.0      1.9     80.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        2     34.6     None     0.01
467050 2025081707   1008.3   1010.8     28.3     None     23.7       76     29.3      1.1    110.0      1.3    100.0      2.4    350.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.39        3     38.5     None     0.23
467050 2025081708   1008.9   1011.4     30.1     None     24.0       70     29.8      1.6     90.0      1.7     60.0      3.4     80.0      0.0      0.0      0.5     16.0     None     None      1.2     None     None        9        /        /        1      1.2      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.11        2     42.7     None     1.06
467050 2025081709   1009.3   1011.7     30.7     None     23.4       65     28.8      2.7     20.0      2.7     20.0      4.2     30.0      0.0      0.0      0.5     16.0     None      3.0      1.2     None        2        6        0        7        1      1.2      8.0     29.5     29.4     30.1     30.1     30.4     30.0     28.7     27.0     24.8     23.7     None        0     None     None     None     None     None     None     None     None     None     None     1.69        1     44.2     None     2.57
467050 2025081710   1009.0   1011.4     31.5     None     22.8       60     27.8      3.3    320.0      3.4    320.0      4.9    330.0      0.0      0.0      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.41        0     46.2     None     5.18
467050 2025081711   1009.0   1011.4     32.0     None     23.8       62     29.5      4.2    330.0      4.4    330.0      7.0    330.0      0.0      0.0      1.0     16.0     None      3.0      1.2     None        1        2        0        7        2     None      3.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     3.22        0     47.6     None     7.98
467050 2025081712   1009.0   1011.4     31.4     None     24.3       66     30.4      3.8    330.0      5.0    320.0      7.7    320.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.54        5     46.0     None     9.26
467050 2025081713   1008.6   1011.0     31.8     None     24.7       66     31.1      4.3    320.0      4.7    330.0      7.9    310.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.51        8     47.0     None      9.1
467050 2025081714   1008.4   1010.8     32.6     None     24.9       64     31.5      3.5    350.0      5.0    320.0      7.2    320.0      0.0      0.0      1.0     16.0      7.0     None      0.9        1     None        2        1        0        4     None      3.0     31.6     31.4     31.9     31.3     30.3     29.8     28.7     27.0     24.7     23.6     None        0     None     None     None     None     None     None     None     None     None     None     3.22        8     49.2     None     7.74
467050 2025081715   1007.8   1010.2     32.4     None     25.3       66     32.2      4.5     40.0      5.5     20.0      8.8     10.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.71        8     48.6     None     5.53
467050 2025081716   1007.4   1009.8     32.7     None     24.8       63     31.3      3.5     20.0      4.6     30.0      7.0     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.06        7     49.5     None     3.11
467050 2025081717   1007.4   1009.8     31.7     None     25.1       68     31.9      4.5     40.0      4.5     40.0      7.2     50.0      0.0      0.0      1.0     20.0      7.0     None      1.2        2     None        6        8        0        4      1.2      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.29        5     46.8     None     1.24
467050 2025081718   1007.5   1009.9     30.9     None     25.0       71     31.7      4.2     40.0      4.7     40.0      7.0     40.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.44        5     44.7     None     0.26
467050 2025081719   1008.3   1010.7     31.1     None     22.4       60     27.1      3.0     80.0      4.4     50.0      6.6     90.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        3     45.2     None     0.01
467050 2025081720   1009.0   1011.5     30.2     None     22.4       63     27.1      2.3     90.0      3.4     90.0      5.7     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     42.9     None      0.0
467050 2025081721   1009.5   1012.0     28.8     None     22.8       70     27.8      1.2     70.0      2.8     90.0      5.2    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     30.3     31.2     32.2     32.4     31.2     30.1     28.9     27.2     24.9     23.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     39.6     None      0.0
467050 2025081722   1009.9   1012.4     28.7     None     23.2       72     28.4      0.9    110.0      1.2     70.0      2.0    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     39.4     None      0.0
467050 2025081723   1009.7   1012.2     28.2     None     22.7       72     27.6      0.5    160.0      1.2    110.0      2.1    170.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     38.2     None      0.0
467050 2025081724   1009.5   1012.0     28.2     None     22.9       73     27.9      1.9    130.0      2.2    150.0      3.0    160.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     38.2     None      0.0
467050 2025081801   1009.3   1011.8     27.6     None     23.0       76     28.1      1.1    130.0      1.9    130.0      2.3    120.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     36.9     None      0.0
