* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025101522   1011.9   1014.4     26.9     None     21.7       73     26.0      1.7     50.0      2.1     60.0      2.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     35.4     None      0.0
467050 2025101523   1011.7   1014.2     26.5     None     21.9       76     26.3      1.3     60.0      1.8     50.0      2.3     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     34.6     None      0.0
467050 2025101524   1011.6   1014.1     26.3     None     21.7       76     26.0      0.8     80.0      1.9     60.0      2.5     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     34.2     None      0.0
467050 2025101601   1011.3   1013.8     26.2     None     22.1       78     26.6      1.0    100.0      1.6     80.0      8.1     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     34.0     None      0.0
467050 2025101602   1011.1   1013.6     26.0     None     21.9       78     26.3      0.7    120.0      2.0    100.0      2.8    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     33.6     None      0.0
467050 2025101603   1010.8   1013.3     25.2     None     21.7       81     26.0      1.2    110.0      1.3    140.0      2.1    140.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     32.1     None      0.0
467050 2025101604   1010.7   1013.2     24.7     None     21.8       84     26.1      1.0     80.0      1.2    110.0      2.1     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     31.1     None      0.0
467050 2025101605   1011.1   1013.6     25.4     None     21.7       80     26.0      1.3     90.0      1.9     80.0      2.8     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     27.4     28.3     29.2     29.4     30.2     29.8     29.7     29.0     26.4     25.0     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     32.4     None      0.0
467050 2025101606   1011.5   1014.0     24.7     None     22.0       85     26.4      1.0    100.0      1.6    100.0      2.2    100.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     31.1     None      0.0
467050 2025101607   1011.8   1014.3     26.5     None     22.2       77     26.8      1.3     90.0      1.3     90.0      2.3     80.0      0.0      0.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.28        1     34.6     None     0.08
467050 2025101608   1012.2   1014.7     28.6     None     21.4       65     25.5      2.2     70.0      2.5     70.0      4.4     60.0      0.0      0.0      1.0     16.0     None     None      0.9     None     None        1        0        0        2     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.01        2     39.1     None      0.7
467050 2025101609   1012.3   1014.8     30.4     None     21.0       57     24.9      2.5     70.0      3.3     60.0      5.4     60.0      0.0      0.0      1.0     16.0     None      3.0      0.9     None        1        1        0        5        2     None      2.0     28.4     28.1     28.9     28.9     29.8     29.6     29.6     28.8     26.2     24.8     None        0     None     None     None     None     None     None     None     None     None     None     1.79        1     43.4     None     2.41
467050 2025101610   1012.2   1014.6     32.3     None     21.5       53     25.6      3.9     30.0      4.1     60.0      7.9     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.42        0     48.4     None     4.51
467050 2025101611   1011.5   1013.9     33.0     None     22.8       55     27.8      6.5     30.0      6.5     30.0     10.1     40.0      0.0      0.0      1.0     16.0     None     None      1.2     None     None        1        0        0        1     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.84        8     50.3     None     6.18
467050 2025101612   1010.7   1013.1     33.2     None     23.6       57     29.1      6.5     40.0      7.2     30.0     10.9     30.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.03        8     50.9     None      7.0
467050 2025101613   1010.2   1012.6     32.5     None     24.6       63     30.9      7.5     40.0      8.5     40.0     13.4     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.96        7     48.9     None     6.64
467050 2025101614   1009.7   1012.1     32.3     None     24.6       64     30.9      6.9     40.0      8.0     40.0     13.1     40.0      0.0      0.0      1.0     16.0     None     None      1.2     None     None        1        0        0        4     None      1.0     30.8     29.8     30.3     29.7     29.6     29.5     29.5     28.7     26.1     24.8     None        0     None     None     None     None     None     None     None     None     None     None     2.61        7     48.4     None     5.18
467050 2025101615   1009.7   1012.1     30.9     None     24.8       70     31.3      8.4     40.0      8.7     50.0     14.1     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.03        5     44.7     None     3.11
467050 2025101616   1009.7   1012.2     30.4     None     24.6       71     30.9      8.1     50.0      9.2     40.0     14.2     30.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.28        5     43.4     None     1.27
467050 2025101617   1009.9   1012.4     29.7     None     24.4       73     30.6      7.8     50.0      8.3     50.0     13.2     40.0      0.0      0.0      1.0     16.0     None     None      1.2     None     None        2        0        0        4     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.49        3     41.7     None     0.27
467050 2025101618   1010.3   1012.8     29.2     None     24.5       76     30.7      6.4     50.0      8.0     50.0     13.2     40.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        3     40.5     None     0.01
467050 2025101619   1011.0   1013.5     28.9     None     22.7       69     27.6      5.5     60.0      7.0     60.0     10.6     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     39.8     None      0.0
467050 2025101620   1011.5   1014.0     28.8     None     23.3       72     28.6      5.7     60.0      6.2     60.0     10.2     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     39.6     None      0.0
467050 2025101621   1011.7   1014.2     28.6     None     23.3       73     28.6      6.3     60.0      6.4     60.0     10.1     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     29.0     29.5     30.4     30.6     30.3     29.7     29.7     28.9     26.3     24.9     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     39.1     None      0.0
467050 2025101622   1011.6   1014.1     28.5     None     23.2       73     28.4      7.8     60.0      8.1     60.0     12.5     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     38.9     None      0.0
467050 2025101623   1011.5   1014.0     28.3     None     22.6       71     27.4      7.4     60.0      8.0     60.0     13.0     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     38.5     None      0.0
467050 2025101624   1011.1   1013.6     28.2     None     22.5       71     27.3      7.6     60.0      8.2     60.0     13.3     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     38.2     None      0.0
467050 2025101701   1011.1   1013.6     28.0     None     22.7       73     27.6      6.5     60.0      7.7     60.0     13.0     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     37.8     None      0.0
467050 2025101702   1011.1   1013.6     28.0     None     23.2       75     28.4      5.7     60.0      6.4     60.0     10.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     37.8     None      0.0
467050 2025101703   1010.8   1013.3     27.9     None     23.7       78     29.3      4.8     70.0      6.0     60.0      9.3     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     37.6     None      0.0
467050 2025101704   1010.8   1013.3     27.7     None     23.7       79     29.3      4.7     60.0      5.4     70.0      9.9     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     37.1     None      0.0
467050 2025101705   1011.0   1013.5     27.3     None     23.6       80     29.1      4.1     60.0      5.3     60.0      9.0     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.3     28.8     29.6     29.7     30.2     29.7     29.7     28.9     26.4     25.0     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     36.3     None      0.0
467050 2025101706   1011.0   1013.5     26.8     None     22.9       79     27.9      3.4     60.0      4.4     60.0      8.4     80.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     35.2     None      0.0
467050 2025101707   1011.6   1014.1     27.2     None     22.8       77     27.8      2.9     90.0      4.8     60.0      7.2     80.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.09        3     36.1     None      0.1
467050 2025101708   1012.0   1014.5     29.1     None     22.8       69     27.8      4.6     70.0      5.1     70.0      8.4     60.0      0.0      0.0      0.8     25.0      7.0      3.0      0.9        4        1        2        4        3        4     None      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.84        3     40.3     None     0.81
467050 2025101709   1012.3   1014.8     31.2     None     22.8       61     27.8      4.5     80.0      5.3     80.0      8.8     50.0      0.0      0.0      1.0     20.0      7.0     None      0.9        4     None        2        2        0        4     None      6.0     29.0     28.6     29.4     29.4     29.9     29.6     29.6     28.8     26.2     24.9     None        0     None     None     None     None     None     None     None     None     None     None     1.73        1     45.5     None     2.51
467050 2025101710   1011.8   1014.2     32.5     None     22.0       54     26.4      3.9     90.0      4.8     90.0      7.9    100.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.46        0     48.9     None     4.84
467050 2025101711   1011.1   1013.5     34.1     None     22.2       50     26.8      3.2    100.0      4.4    100.0      7.5    100.0      0.0      0.0      1.0     20.0      7.0     None      1.2        4     None        3        2        0        1     None      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.88        8     53.5     None     6.64
467050 2025101712   1010.5   1012.9     34.2     None     22.0       49     26.4      2.3    160.0      3.9    100.0      6.9    140.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.91        8     53.8     None     6.93
467050 2025101713   1009.8   1012.2     31.4     None     23.3       62     28.6      4.4    260.0      4.6    260.0      6.5    260.0      0.0      0.0      0.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      2.0        8     46.0     None     5.11
467050 2025101714   1009.5   1011.9     31.6     None     24.2       65     30.2      3.5    260.0      4.7    280.0      6.9    280.0      0.0      0.0      1.0     16.0      7.0     None      0.9        3     None        4        1        0        5     None      7.0     31.0     30.0     30.5     30.0     29.7     29.5     29.5     28.7     26.1     24.8     None        0     None     None     None     None     None     None     None     None     None     None     2.15        7     46.5     None     4.39
467050 2025101715   1009.3   1011.7     31.8     None     22.5       58     27.3      2.4    260.0      4.0    260.0      5.2    260.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.6        6     47.0     None     2.62
467050 2025101716   1009.2   1011.6     32.0     None     22.2       56     26.8      1.5    270.0      2.5    250.0      3.6    260.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.08        7     47.6     None     1.05
467050 2025101717   1009.6   1012.0     31.0     None     22.9       62     27.9      1.7    350.0      2.0    280.0      3.4    320.0      0.0      0.0      1.0     16.0      7.0     None      0.9        4     None        1        1        0        1     None      5.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.49        3     44.9     None     0.26
467050 2025101718   1010.1   1012.6     30.1     None     22.3       63     26.9      2.6     70.0      3.8     90.0      6.4    100.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        3     42.7     None     0.01
467050 2025101719   1010.6   1013.1     29.8     None     22.5       65     27.3      3.4     70.0      3.5     70.0      6.3     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     42.0     None      0.0
467050 2025101720   1010.9   1013.4     29.1     None     22.6       68     27.4      2.5     70.0      3.4     70.0      5.2     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     40.3     None      0.0
467050 2025101721   1011.0   1013.5     28.5     None     23.0       72     28.1      2.7     60.0      2.7     60.0      4.2     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     29.4     29.9     30.7     30.7     30.4     29.7     29.6     28.9     26.3     24.9     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     38.9     None      0.0
467050 2025101722   1011.0   1013.5     28.7     None     23.2       72     28.4      3.2     70.0      3.2     70.0      5.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     39.4     None      0.0
467050 2025101723   1010.7   1013.2     28.2     None     23.4       75     28.8      2.1     70.0      3.2     70.0      4.7     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     38.2     None      0.0
467050 2025101724   1010.3   1012.8     27.4     None     23.2       78     28.4      1.9     50.0      2.5     60.0      4.1     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     36.5     None      0.0
467050 2025101801   1009.9   1012.4     26.8     None     22.9       79     27.9      1.3     80.0      2.1     50.0      3.0     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     35.2     None      0.0
467050 2025101802   1009.6   1012.1     26.8     None     22.7       78     27.6      1.7     50.0      2.0     40.0      3.1     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     35.2     None      0.0
467050 2025101803   1009.3   1011.8     26.2     None     22.9       82     27.9      0.8     60.0      1.8     40.0      2.4     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     34.0     None      0.0
467050 2025101804   1009.3   1011.8     26.2     None     22.9       82     27.9      1.7     80.0      2.1     60.0      2.9     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     34.0     None      0.0
467050 2025101805   1009.4   1011.9     26.3     None     23.0       82     28.1      1.4     40.0      1.9     90.0      3.1    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.0     28.7     29.5     29.7     30.3     29.8     29.7     28.9     26.4     25.0     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     34.2     None      0.0
467050 2025101806   1009.9   1012.4     26.3     None     22.8       81     27.8      2.4     60.0      2.4     60.0      3.5     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     34.2     None      0.0
467050 2025101807   1010.6   1013.1     27.9     None     23.1       75     28.3      1.9     70.0      2.5     60.0      3.9     80.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.28        3     37.6     None     0.08
467050 2025101808   1010.9   1013.4     30.2     None     22.7       64     27.6      4.0     80.0      4.0     80.0      7.8     80.0      0.0      0.0      1.0     20.0     None     None      0.6     None     None        1        0        0        1     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.04        1     42.9     None     1.44
467050 2025101809   1011.1   1013.5     31.9     None     22.1       56     26.6      4.4     80.0      5.2     70.0      8.8     80.0      0.0      0.0      1.0     20.0     None     None     None     None     None     None     None     None     None     None      0.0     29.0     28.6     29.3     29.2     29.9     29.6     29.6     28.8     26.2     24.9     None        0     None     None     None     None     None     None     None     None     None     None     1.81        1     47.3     None     2.43
467050 2025101810   1010.7   1013.1     33.0     None     22.5       54     27.3      6.2     70.0      6.2     70.0     10.3     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.46        0     50.3     None     4.53
467050 2025101811   1010.2   1012.6     32.4     None     25.0       65     31.7      8.4     50.0      8.9     50.0     13.9     60.0      0.0      0.0      0.9     20.0     None     None      0.6     None     None        2        0        0        5     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.69        8     48.6     None     6.01
467050 2025101812   1009.5   1011.9     32.8     None     25.4       65     32.4      8.8     50.0      9.8     50.0     15.4     50.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.74        8     49.8     None      6.7
467050 2025101813   1008.8   1011.2     31.6     None     25.2       69     32.1     12.1     40.0     12.1     40.0     19.2     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.94        7     46.5     None      6.7
467050 2025101814   1008.2   1010.6     31.8     None     25.4       69     32.4      9.9     50.0     11.9     40.0     18.1     40.0      0.0      0.0      1.0     30.0     None     None      0.9     None     None        1        0        0        4     None      1.0     30.7     29.9     30.5     30.0     29.8     29.6     29.5     28.8     26.2     24.8     None        0     None     None     None     None     None     None     None     None     None     None      2.6        7     47.0     None     5.23
467050 2025101815   1008.1   1010.5     31.1     None     25.0       70     31.7     11.1     50.0     11.3     50.0     18.6     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.02        6     45.2     None     3.14
467050 2025101816   1008.5   1010.9     31.0     None     24.2       67     30.2     10.0     50.0     12.3     50.0     19.3     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.29        5     44.9     None     1.28
467050 2025101817   1008.8   1011.3     29.8     None     23.3       68     28.6      7.1     60.0      9.8     50.0     15.6     60.0      0.0      0.0      1.0     30.0     None     None      0.9     None     None        1        0        0        4     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.51        3     42.0     None     0.27
467050 2025101818   1009.3   1011.8     29.2     None     23.2       70     28.4      7.5     60.0      9.0     60.0     14.1     50.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        1     40.5     None     0.01
467050 2025101819   1009.8   1012.3     28.9     None     23.1       71     28.3      8.5     60.0      8.9     60.0     14.6     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     39.8     None      0.0
467050 2025101820   1010.3   1012.8     28.5     None     23.0       72     28.1      9.8     60.0     10.4     60.0     15.0     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     38.9     None      0.0
467050 2025101821   1010.8   1013.3     28.5     None     22.7       71     27.6      9.1     60.0      9.6     60.0     15.7     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.9     29.5     30.5     30.6     30.4     29.7     29.7     28.9     26.4     25.0     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     38.9     None      0.0
467050 2025101822   1011.3   1013.8     28.3     None     23.0       73     28.1      7.9     60.0      9.5     70.0     15.2     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     38.5     None      0.0
467050 2025101823   1010.8   1013.3     28.3     None     22.6       71     27.4      9.3     60.0     10.1     60.0     15.6     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     38.5     None      0.0
467050 2025101824   1010.6   1013.1     28.1     None     22.8       73     27.8      8.1     60.0      9.1     60.0     13.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     38.0     None      0.0
467050 2025101901   1010.0   1012.5     27.9     None     22.4       72     27.1      7.2     60.0      8.2     60.0     14.0     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     37.6     None      0.0
467050 2025101902   1009.5   1012.0     28.0     None     22.0       70     26.4      6.9     60.0      8.3     60.0     13.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     37.8     None      0.0
467050 2025101903   1009.2   1011.7     27.9     None     23.9       79     29.7      7.0     60.0      8.1     60.0     13.1     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     37.6     None      0.0
467050 2025101904   1008.9   1011.4     27.5     None     23.8       80     29.5      7.3     60.0      8.9     60.0     13.9     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     36.7     None      0.0
