* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025011513   1023.6   1026.2     13.6     None      8.9       73     11.4     11.9     50.0     12.1     50.0     19.1     80.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.19        8     15.6     None      0.7
467050 2025011514   1023.4   1026.0     13.3     None      8.6       73     11.2      9.6     50.0     12.3     50.0     19.8     60.0      0.0      0.0      0.0     10.0     None     None      0.6     None     None       10        /        /        5      0.6     10.0     13.4     13.4     14.9     15.3     16.6     16.6     18.4     21.0     22.4     23.3     None        0     None     None     None     None     None     None     None     None     None     None     0.15        7     15.3     None     0.48
467050 2025011515   1023.6   1026.2     13.2     None      7.4       68     10.3     10.4     50.0     12.4     50.0     20.5     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.17        5     15.2     None     0.47
467050 2025011516   1023.9   1026.5     13.3     None      7.1       66     10.1     10.6     60.0     13.0     50.0     19.0     80.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.2        3     15.3     None     0.39
467050 2025011517   1024.6   1027.2     13.3     None      7.3       67     10.2     10.8     60.0     11.1     60.0     17.8     60.0      0.0      0.0      0.0     12.0     None     None      1.2     None     None       10        /        /        5      1.2     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.14        2     15.3     None     0.18
467050 2025011518   1025.0   1027.6     13.1     None      6.9       66     10.0      9.7     60.0     11.6     60.0     17.5     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        1     15.1     None     0.01
467050 2025011519   1025.4   1028.0     12.7     None      7.4       70     10.3     10.8     60.0     10.8     60.0     17.8     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.7     None      0.0
467050 2025011520   1025.9   1028.5     12.7     None      7.0       68     10.0     10.6     60.0     10.9     50.0     18.1     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     14.7     None      0.0
467050 2025011521   1026.2   1028.8     12.5     None      6.1       65      9.4      7.8     60.0     10.7     60.0     16.4     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.7     12.7     14.3     14.8     16.3     16.6     18.4     21.0     22.4     23.3     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     14.5     None      0.0
467050 2025011522   1026.0   1028.6     12.4     None      5.8       64      9.2      8.3     60.0     10.0     60.0     15.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     14.4     None      0.0
467050 2025011523   1025.6   1028.2     12.1     None      5.5       64      9.0      7.4     70.0     10.3     60.0     15.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.1     None      0.0
467050 2025011524   1025.4   1028.1     12.0     None      5.2       63      8.8      7.9     70.0      8.6     70.0     13.7     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.0     None      0.0
467050 2025011601   1025.1   1027.8     11.8     None      5.2       64      8.8      7.5     70.0      7.7     70.0     13.5     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     13.8     None      0.0
467050 2025011602   1024.6   1027.2     12.0     None      5.0       62      8.7      8.2     60.0      8.5     60.0     13.3     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.0     None      0.0
467050 2025011603   1024.1   1026.7     11.9     None      4.6       61      8.5      9.5     60.0      9.5     60.0     14.8     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     13.9     None      0.0
467050 2025011604   1023.8   1026.4     11.9     None      4.6       61      8.5      8.6     50.0     10.4     60.0     15.5     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     13.9     None      0.0
467050 2025011605   1023.9   1026.5     11.8     None      4.3       60      8.3      7.1     60.0      8.7     50.0     13.6     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.1     12.1     13.7     14.3     15.9     16.5     18.4     21.0     22.4     23.3     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     13.8     None      0.0
467050 2025011606   1023.9   1026.5     11.9     None      5.3       64      8.9      7.3     60.0      8.8     60.0     13.7     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     13.9     None      0.0
467050 2025011607   1024.2   1026.8     12.0     None      6.1       67      9.4      9.0     50.0      9.7     50.0     14.7     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     14.0     None     0.01
467050 2025011608   1024.5   1027.1     13.0     None      6.4       64      9.6      8.7     50.0     10.4     50.0     15.8     40.0      0.0      0.0      0.4     20.0      7.0     None      0.9        1     None        6        9        0        5      0.9      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.38        3     15.0     None     0.28
467050 2025011609   1024.6   1027.2     13.7     None      6.1       60      9.4      9.5     50.0     10.2     50.0     16.4     40.0      0.0      0.0      0.9     16.0      7.0     None      0.9        1     None        6        9        0        5      0.9      7.0     12.9     12.9     13.6     14.1     15.8     16.4     18.4     20.9     22.4     23.3     None        0     None     None     None     None     None     None     None     None     None     None     1.22        0     15.7     None     1.31
467050 2025011610   1023.9   1026.5     14.3     None      6.4       59      9.6      9.9     50.0     10.6     50.0     16.5     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.79        8     16.3     None     3.05
467050 2025011611   1023.2   1025.8     14.9     None      7.0       59     10.0      9.0     50.0     10.6     50.0     16.6     50.0      0.0      0.0      0.3     16.0     None     None      0.9     None     None        7        0        0        5      0.9      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.62        8     16.9     None     3.71
467050 2025011612   1022.7   1025.3     14.7     None      7.5       62     10.4      9.7     50.0     10.9     40.0     16.2     50.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.87        7     16.7     None      4.7
467050 2025011613   1022.3   1024.9     13.9     None      6.8       62      9.9      9.2     40.0     10.2     40.0     15.9     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.14        8     15.9     None     3.44
467050 2025011614   1022.0   1024.6     13.1     None      7.3       68     10.2      8.6     40.0      9.8     50.0     16.6     50.0      0.0      0.0      0.0     16.0     None      2.1      0.6     None        2        8        /        2        4      0.6     10.0     13.2     13.2     14.0     14.3     15.7     16.3     18.4     20.9     22.4     23.3     None        0     None     None     None     None     None     None     None     None     None     None     0.72        8     15.1     None      2.1
467050 2025011615   1022.3   1024.9     12.1     None      7.0       71     10.0      8.8     40.0     10.0     40.0     16.6     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.3        5     14.1     None      0.8
467050 2025011616   1022.5   1025.1     11.3     None      6.8       74      9.9      9.4     50.0      9.6     40.0     16.9     50.0     -9.8      0.8      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.09        3     13.4     None     0.21
467050 2025011617   1023.0   1025.6     11.9     None      6.8       71      9.9      9.3     50.0     10.2     50.0     16.3     40.0      0.0      0.0      0.0     16.0     None      2.1      0.6     None        2        8        /        2        4      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.07        3     13.9     None     0.09
467050 2025011618   1023.4   1026.0     12.5     None      7.2       70     10.2      8.0     50.0      9.5     50.0     15.3     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     14.5     None      0.0
467050 2025011619   1023.2   1025.8     12.7     None      7.6       71     10.4      7.9     60.0      8.6     50.0     13.3     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     14.7     None      0.0
467050 2025011620   1023.6   1026.2     12.7     None      8.0       73     10.7      6.1     60.0      7.7     60.0     11.0     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.7     None      0.0
467050 2025011621   1023.7   1026.3     12.4     None      7.9       74     10.7      5.2     60.0      6.4     60.0     10.8     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.7     12.7     13.8     14.3     15.7     16.2     18.4     20.9     22.4     23.3     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.4     None      0.0
467050 2025011622   1023.7   1026.3     12.8     None      7.9       72     10.7      5.3     60.0      5.4     60.0      8.1     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.8     None      0.0
467050 2025011623   1023.3   1025.9     13.3     None      5.7       60      9.2      6.8     50.0      6.9     50.0     10.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.3     None      0.0
467050 2025011624   1023.3   1025.9     13.5     None      4.9       56      8.7      7.0     50.0      7.2     50.0     11.8     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     15.5     None      0.0
467050 2025011701   1023.0   1025.6     13.1     None      5.5       60      9.0      7.2     50.0      7.2     50.0     11.6     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.1     None      0.0
467050 2025011702   1022.7   1025.3     13.1     None      5.3       59      8.9      6.7     50.0      7.5     50.0     11.7     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.1     None      0.0
467050 2025011703   1022.3   1024.9     13.1     None      4.8       57      8.6      8.1     50.0      8.1     50.0     12.7     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.1     None      0.0
467050 2025011704   1022.5   1025.1     12.6     None      4.6       58      8.5      6.1     50.0      8.1     50.0     13.4     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     14.6     None      0.0
467050 2025011705   1022.6   1025.2     12.9     None      4.4       56      8.4      8.1     50.0      8.4     50.0     12.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.4     12.4     13.6     14.1     15.6     16.1     18.4     20.9     22.3     23.3     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     14.9     None      0.0
467050 2025011706   1023.3   1025.9     12.8     None      4.3       56      8.3      7.5     50.0      8.5     50.0     13.3     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.8     None      0.0
467050 2025011707   1023.4   1026.0     12.3     None      3.5       55      7.9      6.9     50.0      7.9     50.0     12.7     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        1     14.3     None     0.01
467050 2025011708   1023.1   1025.7     13.3     None      3.1       50      7.6      7.8     60.0      8.4     60.0     14.0     80.0      0.0      0.0      0.6     35.0     None      3.0     None     None        2     None        0        3        0     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.36        0     15.3     None     0.31
467050 2025011709   1023.0   1025.6     14.3     None      4.0       50      8.1      8.6     60.0      9.5     60.0     14.2     60.0      0.0      0.0      1.0     35.0     None     None      0.6     None     None        2        0        0        1     None      2.0     13.0     13.0     13.5     14.0     15.5     16.1     18.4     20.9     22.3     23.3     None        0     None     None     None     None     None     None     None     None     None     None     1.14        8     16.3     None     1.32
467050 2025011710   1023.0   1025.6     15.2     None      4.9       50      8.7     10.3     50.0     10.3     50.0     15.8     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.89        5     17.3     None     3.09
467050 2025011711   1022.0   1024.6     15.7     None      5.3       50      8.9     10.1     60.0     11.1     50.0     17.2     50.0      0.0      0.0      1.0     35.0     None     None      0.6     None     None        2        0        0        4     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      2.4        8     17.8     None     4.94
467050 2025011712   1021.1   1023.7     15.9     None      5.5       50      9.0     10.7     50.0     11.2     50.0     17.5     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.68        8     18.1     None     6.12
467050 2025011713   1019.6   1022.2     15.9     None      5.5       50      9.0     11.4     50.0     11.9     50.0     19.0     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      2.7        8     18.1     None     6.17
467050 2025011714   1019.2   1021.8     15.8     None      5.7       51      9.2     10.8     50.0     12.3     50.0     18.9     50.0      0.0      0.0      1.0     35.0     None     None      0.6     None     None        2        0        0        4     None      2.0     14.3     14.3     14.0     14.1     15.5     16.0     18.4     20.9     22.3     23.2     None        0     None     None     None     None     None     None     None     None     None     None     2.44        7     17.9     None     5.08
467050 2025011715   1018.8   1021.4     15.6     None      6.1       53      9.4     10.5     60.0     11.3     50.0     18.6     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.95        6     17.7     None     3.32
467050 2025011716   1019.0   1021.6     15.1     None      6.1       55      9.4     10.8     50.0     11.9     50.0     17.9     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.28        5     17.2     None     1.54
467050 2025011717   1019.9   1022.5     14.5     None      6.1       57      9.4      9.2     60.0     10.6     50.0     15.7     60.0      0.0      0.0      1.0     30.0     None     None      0.6     None     None        2        0        0        4     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.52        3     16.5     None     0.41
467050 2025011718   1019.8   1022.4     13.7     None      4.8       55      8.6      7.4     60.0      9.1     60.0     13.0     50.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        0     15.7     None     0.03
467050 2025011719   1020.1   1022.7     13.3     None      5.5       59      9.0      7.0     60.0      7.9     60.0     12.1     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     15.3     None      0.0
467050 2025011720   1019.9   1022.5     13.2     None      5.4       59      9.0      7.4     60.0      7.8     60.0     12.3     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     15.2     None      0.0
467050 2025011721   1019.7   1022.3     12.9     None      5.6       61      9.1      6.6     60.0      7.6     60.0     11.6     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.8     12.8     14.0     14.4     15.7     16.0     18.3     20.9     22.3     23.2     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.9     None      0.0
467050 2025011722   1019.0   1021.6     13.2     None      5.9       61      9.3      7.4     60.0      7.9     60.0     12.5     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.2     None      0.0
467050 2025011723   1018.7   1021.3     12.9     None      5.6       61      9.1      6.7     60.0      8.0     60.0     12.5     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     14.9     None      0.0
467050 2025011724   1018.3   1020.9     13.1     None      6.5       64      9.7      6.7     60.0      7.0     60.0     11.7     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     15.1     None      0.0
467050 2025011801   1018.3   1020.9     13.4     None      6.1       61      9.4      6.5     60.0      7.3     60.0     12.1     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.4     None      0.0
467050 2025011802   1018.1   1020.7     13.3     None      7.1       66     10.1      5.3     60.0      6.5     60.0      9.6     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     15.3     None      0.0
467050 2025011803   1017.6   1020.2     13.5     None      7.1       65     10.1      6.0     60.0      6.2     60.0      9.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.5     None      0.0
467050 2025011804   1017.5   1020.1     13.4     None      7.2       66     10.2      4.7     60.0      6.1     60.0      8.8     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     15.4     None      0.0
467050 2025011805   1018.0   1020.6     13.4     None      7.2       66     10.2      4.9     60.0      5.1     60.0      7.4     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.9     12.9     13.7     14.1     15.6     16.0     18.3     20.8     22.3     23.2     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.4     None      0.0
467050 2025011806   1018.3   1020.9     13.1     None      7.3       68     10.2      4.1     60.0      5.2     60.0      7.4    110.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.1     None      0.0
467050 2025011807   1018.1   1020.7     13.6     None      7.8       68     10.6      4.4     50.0      4.8     60.0      7.4     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        0     15.6     None     0.01
467050 2025011808   1018.3   1020.9     15.1     None      8.4       64     11.0      6.5     50.0      6.5     50.0      9.9     60.0      0.0      0.0      0.2     35.0     None      3.0     None     None        5     None        0        7        0     None      5.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      0.2        0     17.2     None     0.27
467050 2025011809   1018.0   1020.6     17.5     None      8.4       55     11.0      6.7     70.0      6.7     70.0     11.5     70.0      0.0      0.0      0.7     35.0     None      3.0     None     None        3     None        0        3        0     None      3.0     14.1     14.1     13.8     14.1     15.5     16.0     18.3     20.8     22.3     23.2     None        0     None     None     None     None     None     None     None     None     None     None     0.89        8     20.0     None      1.3
467050 2025011810   1017.6   1020.2     18.9     None      8.6       51     11.2      7.3     80.0      7.5     80.0     12.7     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.82        8     21.8     None     3.15
467050 2025011811   1017.2   1019.8     20.3     None      9.3       49     11.7      5.2     80.0      7.4     80.0     11.4    100.0      0.0      0.0      1.0     35.0     None      3.0     None     None        3     None        0        3        0     None      3.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.36        8     23.8     None     5.11
467050 2025011812   1016.0   1018.5     20.7     None     10.2       51     12.4      5.1     30.0      5.3     80.0      9.0     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.41        8     24.4     None     6.03
467050 2025011813   1015.0   1017.5     20.2     None     11.2       56     13.3      5.7     20.0      5.7     30.0      8.7     20.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.95        8     23.7     None     5.22
467050 2025011814   1014.2   1016.8     19.7     None     11.7       60     13.7      4.9     40.0      6.6     30.0      9.5     30.0      0.0      0.0      0.0     35.0     None      2.4     None     None        9     None        /        7        0      2.4      9.0     16.1     16.1     14.9     14.6     15.6     16.0     18.3     20.8     22.3     23.2     None        0     None     None     None     None     None     None     None     None     None     None     1.11        7     22.9     None     3.07
467050 2025011815   1013.7   1016.3     19.0     None     11.8       63     13.8      4.9     40.0      5.5     30.0      8.6     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.78        7     22.0     None     1.92
467050 2025011816   1013.8   1016.4     18.7     None     11.8       64     13.8      3.6     40.0      5.3     40.0      8.6     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.52        5     21.6     None     0.96
467050 2025011817   1014.0   1016.6     18.3     None     11.9       66     13.9      2.9     40.0      4.3     40.0      6.9     50.0      0.0      0.0      0.0     30.0     None     None      0.9     None     None       10        /        /        5      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.19        5     21.0     None     0.25
467050 2025011818   1014.4   1017.0     17.5     None     12.4       72     14.4      1.8     40.0      3.0     40.0      4.0     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     20.0     None     0.01
