* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025031423   1012.6   1015.2     15.7     None     15.7      100     17.8      3.8     70.0      5.9     60.0      8.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     17.8     None      0.0
467050 2025031424   1012.1   1014.7     15.8     None     15.6       99     17.7      2.4     70.0      3.9     70.0      6.1     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     17.9     None      0.0
467050 2025031501   1012.0   1014.6     16.1     None     15.9       99     18.1      1.1    360.0      2.8     60.0      4.0     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     18.3     None      0.0
467050 2025031502   1011.5   1014.1     16.6     None     16.3       98     18.5      0.8    220.0      1.3    350.0      2.6    340.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     18.9     None      0.0
467050 2025031503   1011.1   1013.7     16.8     None     16.3       97     18.5      0.8    210.0      0.8    220.0      2.1    220.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     19.1     None      0.0
467050 2025031504   1012.4   1015.0     15.2     None     14.7       97     16.7      6.8    360.0      8.3    350.0     14.5    330.0     11.0      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.3     None      0.0
467050 2025031505   1012.0   1014.6     16.1     None     15.5       96     17.6      2.5    100.0      7.9     10.0     11.1     10.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     17.0     17.8     18.3     18.5     18.9     18.8     18.8     20.2     21.3     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     18.3     None      0.0
467050 2025031506   1011.9   1014.5     16.2     None     15.1       93     17.2      1.7    120.0      4.7    140.0      7.4    130.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     18.4     None      0.0
467050 2025031507   1011.4   1014.0     16.5     None     15.9       96     18.1      1.7     30.0      2.0    120.0      3.1    100.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.05        8     18.8     None     0.05
467050 2025031508   1012.2   1014.8     16.8     None     16.5       98     18.8      1.1     80.0      2.4     30.0      3.4     30.0      9.0      0.7      0.0     10.0     None      1.5      0.6     None        2        8        /        2        9      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        2        1        5     None     None     None     None     None     None     None     None     0.14        3     19.1     None     0.31
467050 2025031509   1012.3   1014.9     17.7     None     17.1       96     19.5      0.9     60.0      2.2    110.0      3.4    130.0      0.0      0.0      0.0     10.0     None     None      0.9     None     None       10        /        /        4      0.9     10.0     17.5     17.7     18.1     18.2     18.8     18.7     18.7     20.1     21.3     23.4     None        2     None     None     None     None     None     None     None     None     None     None     0.47        3     20.3     None     1.34
467050 2025031510   1012.0   1014.6     18.7     None     17.7       94     20.3      2.4     40.0      2.4     40.0      4.0     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        6     None     None     None     None     None     None     None     None     None     0.61        0     21.6     None      2.0
467050 2025031511   1013.1   1015.7     17.2     None     16.7       97     19.0      3.0     40.0      6.1    330.0     11.2    320.0     12.5      0.7      0.0      4.0     None     None      0.6     None     None       10        /        /        9      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        2        1        6     None     None     None     None     None     None     None     None     0.21        3     19.6     None     0.85
467050 2025031512   1013.9   1016.5     17.7     None     17.4       98     19.9      1.0    180.0      3.0     40.0      4.5     40.0      4.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1        5     None     None     None     None     None     None     None     None     0.41        3     20.3     None     1.83
467050 2025031513   1012.0   1014.6     16.7     None     16.4       98     18.6      4.4     90.0      4.4     70.0      6.9    100.0      5.5      0.9      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1        5     None     None     None     None     None     None     None     None     0.19        4     19.0     None     0.82
467050 2025031514   1012.2   1014.8     16.8     None     16.0       95     18.2      5.9     30.0      5.9     30.0      8.3     30.0     -9.8      0.1      0.0     16.0     None     None      0.6     None     None       10        /        /        4      0.6     10.0     17.6     18.1     18.5     18.5     18.7     18.6     18.7     20.2     21.3     23.4     None        1     None        4     None     None     None     None     None     None     None     None     0.54        5     19.1     None      2.2
467050 2025031515   1012.6   1015.2     16.1     None     15.3       95     17.4      7.9     40.0      7.9     40.0     12.4     40.0      1.5      0.7      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None      0.2        5     18.3     None     0.71
467050 2025031516   1011.4   1014.0     15.7     None     14.7       94     16.7      5.9     50.0      8.2     40.0     12.4     40.0      2.0      0.7      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None      0.3        8     17.8     None     0.84
467050 2025031517   1012.0   1014.6     15.4     None     13.8       90     15.8      7.2     40.0      7.9     40.0     12.9     50.0      0.0      0.0      0.0     16.0     None     None      0.6     None     None       10        /        /        5      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     None     None     0.26        5     17.5     None     0.48
467050 2025031518   1012.6   1015.2     15.4     None     13.6       89     15.6      7.5     50.0      8.0     60.0     13.1     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        4     17.5     None     0.09
467050 2025031519   1013.3   1015.9     15.0     None     12.7       86     14.7      7.9     50.0      8.9     50.0     14.3     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     17.1     None      0.0
467050 2025031520   1014.3   1016.9     14.9     None     12.4       85     14.4      8.9     50.0      8.9     50.0     14.4     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     16.9     None      0.0
467050 2025031521   1015.4   1018.0     14.5     None     12.2       86     14.2      8.7     50.0      8.9     50.0     14.8     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     15.4     17.0     17.7     18.0     18.7     18.4     18.6     20.2     21.3     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     16.5     None      0.0
467050 2025031522   1015.4   1018.0     13.6     None     12.7       94     14.7      8.9     50.0      9.4     50.0     14.6     40.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     15.6     None      0.0
467050 2025031523   1015.9   1018.5     14.1     None     12.1       88     14.1      8.0     50.0      8.8     50.0     14.1     50.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     16.1     None      0.0
467050 2025031524   1016.4   1019.0     13.8     None     12.4       91     14.4      7.8     40.0      8.8     40.0     14.4     40.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.8     None      0.0
467050 2025031601   1016.4   1019.0     13.0     None     12.1       94     14.1      8.4     40.0      9.0     40.0     13.8     50.0      4.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     15.0     None      0.0
467050 2025031602   1016.5   1019.1     13.1     None     12.0       93     14.0      6.9     50.0      8.6     40.0     13.6     30.0      2.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.1     None      0.0
467050 2025031603   1016.4   1019.0     13.0     None     10.9       87     13.0      7.3     50.0      8.1     50.0     13.3     50.0      0.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     15.0     None      0.0
467050 2025031604   1016.5   1019.1     13.1     None     10.6       85     12.8      7.4     50.0      8.1     50.0     13.1     40.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.1     None      0.0
467050 2025031605   1017.1   1019.7     13.0     None     10.9       87     13.0      7.4     50.0      8.2     50.0     13.6     60.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     14.2     15.8     16.4     16.9     18.2     18.0     18.3     20.2     21.3     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.0     None      0.0
467050 2025031606   1017.5   1020.1     13.1     None      9.7       80     12.0      8.2     50.0      8.2     50.0     12.9     50.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.1     None      0.0
467050 2025031607   1018.3   1020.9     13.4     None      9.5       77     11.9      8.4     50.0      8.4     50.0     13.3     50.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.01        3     15.4     None     0.02
467050 2025031608   1019.1   1021.7     13.3     None      9.6       78     12.0      6.9     60.0      8.7     50.0     13.6     60.0      0.0      0.0      0.0     16.0     None     None      0.6     None     None       10        /        /        5      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     None     None     0.08        3     15.3     None     0.16
467050 2025031609   1019.7   1022.3     13.4     None      9.1       75     11.6      8.2     60.0      9.3     50.0     13.7     30.0     -9.8      0.2      0.0     16.0     None     None      0.6     None     None       10        /        /        5      0.6     10.0     13.5     15.2     16.0     16.4     17.9     17.8     18.1     20.2     21.3     23.4     None        1     None        1     None     None     None     None     None     None     None     None     0.24        3     15.4     None     0.68
467050 2025031610   1020.1   1022.7     13.7     None      8.8       72     11.3      7.6     50.0      8.1     50.0     13.7     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.38        3     15.7     None     1.31
467050 2025031611   1020.1   1022.7     14.0     None      8.2       68     10.9      7.9     50.0      8.8     50.0     13.6     40.0      0.0      0.0      0.0     20.0     None      3.0      0.9     None        4        6        /        2        5      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      0.9        2     16.0     None     3.43
467050 2025031612   1019.2   1021.8     14.5     None      8.5       67     11.1      7.4     60.0      8.2     50.0     12.4     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.14        8     16.5     None     4.47
467050 2025031613   1018.6   1021.2     15.1     None      8.1       63     10.8      9.3     50.0      9.3     50.0     14.2     50.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.93        8     17.2     None     6.68
467050 2025031614   1018.6   1021.2     14.0     None      7.8       66     10.6      7.8     50.0      9.5     50.0     13.5     60.0      0.0      0.0      0.1     20.0     None     None      0.9     None     None        9        /        /        5      0.9      9.0     13.5     15.4     16.3     16.4     17.5     17.6     18.1     20.2     21.3     23.4     None        0     None     None     None     None     None     None     None     None     None     None     1.22        5     16.0     None     4.43
467050 2025031615   1018.7   1021.3     14.7     None      6.8       59      9.9      7.7     50.0      8.8     60.0     13.7     60.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.8        5     16.7     None     5.05
467050 2025031616   1018.9   1021.5     14.0     None      6.4       60      9.6      8.1     60.0      8.7     50.0     13.6     50.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.99        3     16.0     None     2.45
467050 2025031617   1019.1   1021.7     13.7     None      5.4       57      9.0      8.5     50.0      9.1     60.0     14.4     40.0      0.0      0.0      0.2     16.0     None      3.0      1.2     None        1        8        /        3        5      1.2      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.72        2     15.7     None      1.0
467050 2025031618   1019.2   1021.8     13.3     None      5.0       57      8.7      7.3     70.0      9.2     60.0     15.3     50.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.18        1     15.3     None     0.19
467050 2025031619   1019.6   1022.2     13.1     None      6.2       63      9.5      6.0     80.0      7.1     70.0     11.2     80.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.1     None      0.0
467050 2025031620   1020.1   1022.7     13.0     None      5.7       61      9.2      5.7     70.0      6.7     70.0     11.9     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.0     None      0.0
467050 2025031621   1020.7   1023.3     12.9     None      6.3       64      9.5      4.8     70.0      6.3     70.0     10.8     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.7     14.7     15.7     16.2     17.5     17.5     18.1     20.2     21.3     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.9     None      0.0
467050 2025031622   1020.0   1022.6     12.8     None      5.9       63      9.3      5.3     70.0      5.7     70.0      9.6     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     14.8     None      0.0
467050 2025031623   1019.5   1022.1     13.1     None      5.5       60      9.0      5.6     70.0      6.1     70.0     10.0     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.1     None      0.0
467050 2025031624   1019.3   1021.9     13.4     None      6.5       63      9.7      7.4     60.0      7.4     60.0     12.0     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     15.4     None      0.0
467050 2025031701   1019.1   1021.7     13.6     None      6.2       61      9.5      8.5     60.0      8.9     60.0     15.0     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     15.6     None      0.0
467050 2025031702   1017.9   1020.5     13.4     None      6.7       64      9.8     10.9     50.0     10.9     50.0     17.6     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.4     None      0.0
467050 2025031703   1018.7   1021.3     13.0     None      6.4       64      9.6      9.8     50.0     11.5     50.0     18.9     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.0     None      0.0
467050 2025031704   1019.1   1021.7     12.6     None      5.8       63      9.2     11.0     50.0     11.3     50.0     17.7     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     14.6     None      0.0
467050 2025031705   1019.3   1021.9     12.4     None      5.8       64      9.2     10.0     50.0     11.1     50.0     18.0     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     11.8     13.8     14.6     15.1     16.9     17.3     18.0     20.3     21.3     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     14.4     None      0.0
467050 2025031706   1019.8   1022.4     12.4     None      5.6       63      9.1      8.9     50.0     10.8     50.0     16.3     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.4     None      0.0
467050 2025031707   1020.3   1022.9     12.3     None      6.1       66      9.4      9.9     50.0     10.9     60.0     16.2     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        3     14.3     None     0.07
467050 2025031708   1021.1   1023.7     12.4     None      5.8       64      9.2      9.6     50.0     10.7     50.0     18.1     40.0      0.0      0.0      0.0     12.0     None     None      0.9     None     None       10        /        /        5      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.23        2     14.4     None     0.41
467050 2025031709   1021.8   1024.4     12.3     None      5.2       62      8.8     10.2     50.0     11.1     50.0     16.9     50.0      0.0      0.0      0.0     12.0     None     None      0.9     None     None       10        /        /        5      0.9     10.0     11.7     13.4     14.3     14.7     16.6     17.2     17.9     20.3     21.3     23.4     None        0     None     None     None     None     None     None     None     None     None     None     0.28        1     14.3     None     0.75
467050 2025031710   1021.5   1024.1     12.4     None      5.1       61      8.8      9.3     50.0     10.6     50.0     15.9     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.37        0     14.4     None      1.2
467050 2025031711   1021.1   1023.7     12.4     None      4.9       60      8.7      8.7     50.0      9.5     60.0     15.5     50.0      0.0      0.0      0.0     12.0     None     None      1.2     None     None       10        /        /        5      1.2     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.57        4     14.4     None      2.1
467050 2025031712   1020.4   1023.0     12.2     None      4.7       60      8.5      8.5     50.0      9.7     50.0     14.5     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.51        8     14.2     None     2.01
467050 2025031713   1019.5   1022.1     12.1     None      5.1       62      8.8      8.1     50.0      9.0     50.0     13.9     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.31        8     14.1     None     1.21
467050 2025031714   1018.8   1021.4     12.2     None      5.2       62      8.8      7.7     50.0      8.3     50.0     12.7     70.0      0.0      0.0      0.0     12.0     None      3.0      0.9     None        9        1        /        2        1      3.0     10.0     11.8     13.4     14.2     14.6     16.3     17.0     17.9     20.3     21.3     23.4     None        0     None     None     None     None     None     None     None     None     None     None     0.37        7     14.2     None     1.45
467050 2025031715   1017.7   1020.3     13.0     None      5.4       60      9.0      8.6     50.0      8.6     50.0     13.6     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.85        8     15.0     None     2.72
467050 2025031716   1017.5   1020.1     12.7     None      5.6       62      9.1      7.4     50.0      8.9     50.0     12.8     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.75        6     14.7     None      1.9
467050 2025031717   1017.8   1020.4     12.6     None      6.0       64      9.4      6.3     50.0      8.2     50.0     13.1     50.0      0.0      0.0      0.0     12.0     None      3.0     None     None       10     None        /        7        0      3.0     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.44        5     14.6     None     0.75
467050 2025031718   1017.9   1020.5     12.5     None      5.9       64      9.3      7.0     50.0      7.2     50.0     11.3     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.14        3     14.5     None     0.15
467050 2025031719   1018.1   1020.7     12.4     None      5.8       64      9.2      5.4     60.0      7.4     50.0     11.0     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.4     None      0.0
467050 2025031720   1018.2   1020.8     12.3     None      6.4       67      9.6      4.8     60.0      5.7     60.0      9.7     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     14.3     None      0.0
467050 2025031721   1018.9   1021.5     12.2     None      6.1       66      9.4      4.6     60.0      4.9     60.0      8.2     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.1     13.4     14.1     14.5     16.1     16.9     17.8     20.3     21.3     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.2     None      0.0
467050 2025031722   1019.1   1021.7     12.3     None      6.6       68      9.7      3.6     60.0      4.5     60.0      6.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     14.3     None      0.0
467050 2025031723   1019.2   1021.8     12.6     None      6.9       68     10.0      3.2     60.0      4.6     60.0      7.2     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     14.6     None      0.0
467050 2025031724   1019.1   1021.7     12.9     None      7.6       70     10.4      3.8     60.0      4.5     60.0      6.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     14.9     None      0.0
467050 2025031801   1018.9   1021.5     13.3     None      8.2       71     10.9      5.0     60.0      5.1     60.0      9.1     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.3     None      0.0
467050 2025031802   1020.0   1022.6     13.8     None      8.4       70     11.0      4.0     60.0      5.0     60.0      7.3     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.8     None      0.0
467050 2025031803   1019.6   1022.2     14.3     None      8.1       66     10.8      3.4     60.0      4.6     60.0      7.6     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     16.3     None      0.0
467050 2025031804   1019.6   1022.2     14.2     None      8.2       67     10.9      3.2     70.0      5.8     60.0      9.8     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     16.2     None      0.0
