* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025071513   1000.1   1002.5     31.7     None     26.5       74     34.6      7.7    240.0      9.2    240.0     15.6    230.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.47        7     46.8     None    10.98
467050 2025071514    999.3   1001.7     31.4     None     26.4       75     34.4      8.4    240.0     10.3    240.0     14.2    250.0      0.0      0.0      1.0     16.0      7.0      3.0      0.9        4        1        2        2        7        3     None      7.0     28.8     28.6     28.8     28.5     27.9     27.7     27.2     26.3     23.9     23.0     None        0     None     None     None     None     None     None     None     None     None     None     3.35        8     46.0     None     9.52
467050 2025071515    999.1   1001.5     31.4     None     26.4       75     34.4      9.2    240.0     10.2    250.0     15.2    250.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.91        7     46.0     None     7.06
467050 2025071516    999.0   1001.4     31.3     None     26.6       76     34.8      7.1    240.0      9.1    250.0     12.5    250.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.26        6     45.7     None      4.2
467050 2025071517    998.9   1001.3     30.7     None     26.6       79     34.8      7.1    240.0      7.9    250.0     12.0    240.0      0.0      0.0      1.0     16.0      7.0      3.0      0.9        3        1        2        1        7        3     None      6.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.48        7     44.2     None     1.84
467050 2025071518    999.2   1001.6     30.0     None     26.8       83     35.2      6.0    240.0      7.2    240.0     11.3    230.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.67        3     42.4     None      0.5
467050 2025071519   1000.2   1002.6     29.4     None     26.8       86     35.2      6.3    240.0      7.0    240.0     10.9    240.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.1        3     41.0     None     0.05
467050 2025071520   1000.8   1003.2     29.1     None     26.7       87     35.0      6.6    230.0      6.7    230.0     10.6    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     40.3     None      0.0
467050 2025071521   1001.6   1004.0     29.0     None     27.0       89     35.7      3.4    230.0      6.5    230.0      9.3    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.4     28.8     29.4     29.5     28.6     27.9     27.3     26.4     24.1     23.1     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     40.1     None      0.0
467050 2025071522   1002.1   1004.5     28.7     None     26.9       90     35.4      3.5    220.0      5.4    240.0      8.9    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     39.4     None      0.0
467050 2025071523   1001.6   1004.0     28.4     None     26.0       87     33.6      3.4    210.0      4.6    220.0      8.2    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     38.7     None      0.0
467050 2025071524   1001.5   1003.9     28.3     None     25.7       86     33.0      2.6    220.0      3.6    210.0      6.0    200.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     38.5     None      0.0
467050 2025071601   1001.3   1003.7     28.2     None     25.8       87     33.2      3.1    220.0      3.4    220.0      5.4    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     38.2     None      0.0
467050 2025071602   1001.4   1003.8     28.3     None     25.9       87     33.4      3.5    230.0      3.8    230.0      5.4    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     38.5     None      0.0
467050 2025071603   1000.9   1003.4     27.9     None     25.7       88     33.0      3.1    220.0      3.9    230.0      6.1    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     37.6     None      0.0
467050 2025071604   1001.0   1003.5     27.5     None     25.3       88     32.2      2.3    220.0      3.6    210.0      5.4    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     36.7     None      0.0
467050 2025071605   1001.3   1003.8     27.5     None     25.3       88     32.2      2.6    210.0      3.3    220.0      4.8    210.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     27.7     28.1     28.6     28.6     28.6     28.1     27.3     26.5     24.1     23.2     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     36.7     None      0.0
467050 2025071606   1001.6   1004.0     28.2     None     25.6       86     32.8      4.3    220.0      4.4    220.0      7.3    220.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.09        3     38.2     None     0.04
467050 2025071607   1002.4   1004.8     29.3     None     26.1       83     33.8      4.0    220.0      4.9    230.0      8.2    220.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.65        3     40.8     None     0.49
467050 2025071608   1002.3   1004.7     30.1     None     25.6       77     32.8      7.2    230.0      7.2    230.0     10.8    230.0      0.0      0.0      1.0     25.0      7.0     None      1.2        5     None        2        1        0        1     None      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      1.4        0     42.7     None     1.81
467050 2025071609   1002.5   1004.9     30.7     None     26.2       77     34.0      7.1    240.0      7.4    230.0     10.1    240.0      0.0      0.0      1.0     16.0      7.0     None      1.2        5     None        3        1        0        2     None      8.0     27.8     27.9     28.4     28.3     28.4     28.0     27.2     26.3     24.0     23.1     None        0     None     None     None     None     None     None     None     None     None     None     2.17        1     44.2     None      4.2
467050 2025071610   1002.4   1004.8     31.2     None     26.7       77     35.0      7.2    240.0      8.0    240.0     12.5    230.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.83        4     45.5     None     7.13
467050 2025071611   1002.3   1004.7     31.1     None     26.8       78     35.2      7.7    230.0      8.3    240.0     12.6    220.0      0.0      0.0      1.0     16.0      7.0     None      0.9        4     None        2        1        0        4     None      6.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None        6     None     3.23        4     45.2     None     9.43
467050 2025071612   1002.1   1004.5     31.3     None     26.8       77     35.2      7.8    240.0      8.1    240.0     11.8    260.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        6     None     3.62        8     45.7     None    11.14
467050 2025071613   1002.0   1004.4     31.5     None     26.3       74     34.2      8.3    240.0      9.1    240.0     12.5    250.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.55        7     46.2     None    10.97
467050 2025071614   1001.3   1003.7     31.4     None     26.4       75     34.4      8.3    240.0      8.5    240.0     11.9    240.0      0.0      0.0      1.0     16.0      7.0     None      0.9        7     None        3        7        0        9     None     10.0     29.3     29.1     29.4     29.0     28.3     28.0     27.2     26.3     24.0     23.0     None        0     None     None     None     None     None     None     None     None        6     None     3.32        8     46.0     None     9.39
467050 2025071615   1001.2   1003.6     31.4     None     27.1       78     35.9      7.9    250.0      9.1    250.0     12.6    270.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        6     None     2.92        6     46.0     None     6.95
467050 2025071616   1001.4   1003.8     31.3     None     27.2       79     36.1      6.1    230.0      8.0    240.0     12.2    260.0      0.0      0.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.32        5     45.7     None     4.02
467050 2025071617   1001.6   1004.0     30.7     None     27.1       81     35.9      4.7    240.0      7.1    230.0     10.4    230.0      0.0      0.0      0.7     16.0      7.0      3.0      0.9        2        2        4        3        7        9     None      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      1.4        3     44.2     None     1.71
467050 2025071618   1001.7   1004.1     30.8     None     26.1       76     33.8      4.7    230.0      5.7    230.0      8.6    230.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.83        1     44.4     None     0.52
467050 2025071619   1001.6   1004.0     29.8     None     26.8       84     35.2      2.1    210.0      5.2    230.0      7.3    230.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.12        0     42.0     None     0.05
467050 2025071620   1001.4   1003.8     29.6     None     26.0       81     33.6      1.7    170.0      2.0    200.0      2.6    200.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     41.5     None      0.0
467050 2025071621   1001.6   1004.0     29.1     None     26.1       84     33.8      1.1    100.0      1.8    170.0      2.6    160.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.8     29.3     29.9     30.0     29.0     28.2     27.3     26.4     24.1     23.1     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     40.3     None      0.0
467050 2025071622   1001.5   1003.9     28.7     None     25.9       85     33.4      0.7    110.0      1.4    120.0      2.3    110.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     39.4     None      0.0
467050 2025071623   1001.8   1004.2     28.3     None     25.7       86     33.0      1.2    180.0      2.0    150.0      3.0    150.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     38.5     None      0.0
467050 2025071624   1002.2   1004.7     28.3     None     25.9       87     33.4      0.5    280.0      1.7    230.0      2.0    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     38.5     None      0.0
467050 2025071701   1002.0   1004.4     28.3     None     26.3       89     34.2      2.0    240.0      2.3    280.0      3.6    270.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     38.5     None      0.0
467050 2025071702   1002.1   1004.5     28.4     None     26.6       90     34.8      3.2    250.0      3.2    250.0      4.6    250.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     38.7     None      0.0
467050 2025071703   1001.8   1004.3     27.9     None     26.1       90     33.8      2.8    220.0      3.7    250.0      5.5    260.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     37.6     None      0.0
467050 2025071704   1002.0   1004.5     27.5     None     25.7       90     33.0      2.6    210.0      3.4    220.0      5.1    210.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     36.7     None      0.0
467050 2025071705   1001.8   1004.3     26.9     None     25.1       90     31.9      2.1    180.0      2.6    210.0      3.4    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.0     28.5     29.1     29.1     29.0     28.4     27.4     26.5     24.2     23.2     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     35.4     None      0.0
467050 2025071706   1002.0   1004.5     27.6     None     25.1       86     31.9      1.2    170.0      2.3    180.0      3.1    180.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.08        0     36.9     None     0.04
467050 2025071707   1002.3   1004.7     28.9     None     25.1       80     31.9      0.7    160.0      2.3    160.0      3.6    150.0      0.0      0.0      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.5        3     39.8     None     0.43
467050 2025071708   1002.5   1004.9     30.3     None     25.4       75     32.4      1.8    200.0      2.0    180.0      3.5    230.0      0.0      0.0      1.0     25.0      7.0     None      1.2        9     None        1        7        0        1     None     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None        6     None     1.19        1     43.2     None     1.63
467050 2025071709   1002.4   1004.8     31.8     None     25.4       69     32.4      2.2    220.0      2.6    210.0      4.5    220.0      0.0      0.0      1.0     25.0      7.0     None      1.2        9     None        1        7        0        1     None     10.0     28.4     28.3     28.8     28.7     28.7     28.3     27.3     26.3     24.0     23.0     None        0     None     None     None     None     None     None     None     None        6     None      2.0        0     47.0     None     3.82
467050 2025071710   1002.8   1005.2     31.9     None     25.8       70     33.2      2.5    290.0      2.6    240.0      3.8    260.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        6     None     2.64        3     47.3     None     6.27
467050 2025071711   1002.8   1005.2     32.2     None     26.3       71     34.2      3.9    280.0      4.0    290.0      6.3    280.0      0.0      0.0      1.0     16.0      7.0      3.0      1.2        5        2        3        7        7        2     None     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None        6     None     3.22        0     48.1     None     8.55
467050 2025071712   1002.1   1004.5     31.5     None     26.3       74     34.2      3.5    300.0      4.3    280.0      6.7    300.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.44        8     46.2     None     9.63
467050 2025071713   1001.3   1003.7     31.4     None     26.2       74     34.0      3.1    290.0      3.6    300.0      5.4    320.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.35        8     46.0     None     9.29
467050 2025071714   1000.9   1003.3     31.7     None     26.0       72     33.6      3.5    300.0      3.8    290.0      5.6    290.0      0.0      0.0      1.0     16.0      7.0      3.0      0.9        5        2        3        7        7        3     None     10.0     30.0     29.7     29.9     29.6     28.6     28.2     27.3     26.2     23.9     23.0     None        0     None     None     None     None     None     None     None     None     None     None     3.24        7     46.8     None     8.14
467050 2025071715   1000.2   1002.6     31.1     None     26.2       75     34.0      2.5    300.0      3.9    320.0      6.0    330.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.78        8     45.2     None     5.89
467050 2025071716    999.9   1002.3     31.2     None     25.6       72     32.8      1.8    320.0      2.6    300.0      4.2    330.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.02        7     45.5     None     3.42
467050 2025071717   1000.3   1002.7     30.8     None     25.9       75     33.4      2.6    330.0      3.2    330.0      4.6    340.0      0.0      0.0      1.0     16.0      7.0      3.0      0.9        3        3        3        8        7        4     None      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.37        5     44.4     None     1.49
467050 2025071718   1000.7   1003.1     30.2     None     25.9       78     33.4      1.8    350.0      2.6    320.0      4.0    330.0      0.0      0.0      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.54        3     42.9     None     0.38
467050 2025071719   1000.7   1003.1     29.6     None     25.6       79     32.8      1.2     40.0      1.7    360.0      3.2    330.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.07        0     41.5     None     0.04
467050 2025071720   1001.3   1003.7     29.6     None     26.2       82     34.0      1.2     10.0      1.7     60.0      3.0     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     41.5     None      0.0
467050 2025071721   1001.6   1004.0     29.4     None     26.8       86     35.2      1.2    320.0      1.9     20.0      3.0    360.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     30.1     29.8     30.4     30.6     29.4     28.5     27.4     26.4     24.1     23.1     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     41.0     None      0.0
467050 2025071722   1001.4   1003.8     29.1     None     27.3       90     36.3      0.1      0.0      1.6    330.0      3.3    320.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     40.3     None      0.0
467050 2025071723   1001.4   1003.8     29.2     None     27.4       90     36.5      1.7    280.0      1.9    280.0      2.5    260.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     40.5     None      0.0
467050 2025071724   1000.7   1003.1     28.9     None     27.3       91     36.3      1.8    220.0      2.2    240.0      3.5    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     39.8     None      0.0
467050 2025071801    999.4   1001.8     28.7     None     27.1       91     35.9      1.2    270.0      2.1    280.0      2.9    280.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     39.4     None      0.0
467050 2025071802    998.7   1001.1     28.3     None     27.1       93     35.9      0.3    200.0      1.2    270.0      1.4    190.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     38.5     None      0.0
467050 2025071803    998.5   1000.9     28.3     None     26.9       92     35.4      1.2    130.0      1.2    120.0      2.0    130.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     38.5     None      0.0
467050 2025071804    998.6   1001.0     28.0     None     26.9       94     35.4      0.1      0.0      1.4    130.0      1.9    140.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     37.8     None      0.0
467050 2025071805    999.1   1001.5     28.2     None     27.1       94     35.9      1.0    240.0      1.7    230.0      2.1    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.8     29.1     29.7     29.7     29.5     28.8     27.5     26.4     24.2     23.2     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     38.2     None      0.0
467050 2025071806    999.5   1001.9     28.6     None     27.2       92     36.1      1.9    240.0      2.6    260.0      3.9    250.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.05        1     39.1     None     0.03
467050 2025071807    999.9   1002.3     28.8     None     27.2       91     36.1      1.1    190.0      2.2    250.0      3.1    240.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.29        1     39.6     None     0.32
467050 2025071808    999.9   1002.3     29.9     None     26.9       84     35.4      2.3    170.0      2.6    180.0      3.8    180.0      0.0      0.0      0.3     16.0      7.0     None      0.9        1     None        8        1        0        2      0.9      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.88        0     42.2     None     1.16
467050 2025071809    999.4   1001.8     31.1     None     26.2       75     34.0      2.7     70.0      2.8     80.0      4.3    110.0      0.0      0.0      1.0     16.0      7.0     None      0.9        1     None        7        1        0        2      0.9      8.0     29.0     29.0     29.5     29.4     29.2     28.7     27.4     26.3     24.0     23.1     None        0     None     None     None     None     None     None     None     None     None     None     2.13        8     45.2     None     3.69
467050 2025071810    998.5   1000.9     31.4     None     26.9       77     35.4      3.8     20.0      3.8     20.0      6.3     30.0      0.0      0.0      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.37        8     46.0     None     5.23
467050 2025071811    997.3    999.7     32.7     None     26.8       71     35.2      6.1     30.0      7.1     40.0     11.0     40.0      0.0      0.0      0.9     16.0      7.0     None      0.9        3     None        3        1        0        4     None      6.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     3.04        8     49.5     None     8.33
467050 2025071812    996.4    998.8     34.8     None     24.1       54     30.0      8.2     70.0      8.4     60.0     14.3     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.55        7     55.6     None     10.6
467050 2025071813    995.4    997.8     35.0     None     23.4       51     28.8      8.3     80.0      8.4     80.0     14.3     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.61        7     56.2     None    10.86
467050 2025071814    994.8    997.2     34.6     None     24.0       54     29.8      8.7     60.0      9.5     60.0     14.7     70.0      0.0      0.0      1.0     30.0      7.0     None      0.9        1     None        1        1        0        3     None      2.0     29.1     29.8     30.4     30.1     29.1     28.6     27.4     26.2     24.0     23.0     None        0     None     None     None     None     None     None     None     None     None     None     3.37        7     55.0     None     9.54
467050 2025071815    993.8    996.2     34.2     None     23.6       54     29.1      9.3     70.0      9.7     70.0     16.1     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.88        8     53.8     None      7.1
467050 2025071816    993.5    995.9     32.6     None     24.4       62     30.6      9.6     80.0     10.5     70.0     18.6     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      2.4        6     49.2     None     4.49
467050 2025071817    992.9    995.3     31.3     None     23.4       63     28.8      9.0     80.0     10.2     80.0     18.5     80.0      0.0      0.0      1.0     30.0      7.0      3.0      0.9        3        4        2        3        6        9     None      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.13        6     45.7     None      1.7
467050 2025071818    992.6    995.0     30.6     None     23.3       65     28.6      9.4     80.0      9.6     80.0     17.9     80.0      0.0      0.0      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.57        7     43.9     None     0.47
