* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025051813   1008.2   1010.7     28.8     None     25.6       83     32.8      3.8    280.0      4.4    280.0      6.7    280.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.8        8     39.6     None     7.07
467050 2025051814   1007.0   1009.5     28.8     None     25.0       80     31.7      4.8    280.0      5.3    290.0      8.1    280.0      0.0      0.0      0.9     20.0      7.0      3.0      0.9        3        1        5        9        3        4     None      9.0     28.2     27.9     27.8     27.4     26.2     25.4     23.7     22.5     21.5     22.4     None        0     None     None     None     None     None     None     None     None     None     None     3.17        8     39.6     None    10.51
467050 2025051815   1007.1   1009.6     28.8     None     25.0       80     31.7      3.7    290.0      4.8    280.0      7.7    300.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.37        5     39.6     None     7.01
467050 2025051816   1006.7   1009.2     28.6     None     24.4       78     30.6      2.6    280.0      3.7    290.0      5.1    290.0      0.0      0.0      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      2.2        6     39.1     None     4.36
467050 2025051817   1006.9   1009.4     28.1     None     24.1       79     30.0      2.6    280.0      3.0    290.0      4.7    300.0      0.0      0.0      0.9     20.0      7.0     None      0.9        2     None        4        2        0        4     None      6.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.39        5     38.0     None     1.96
467050 2025051818   1007.3   1009.8     27.5     None     24.0       81     29.8      1.2    300.0      2.6    280.0      3.6    310.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.44        3     36.7     None     0.34
467050 2025051819   1007.6   1010.1     27.6     None     24.1       81     30.0      0.7     80.0      1.2     80.0      2.1    100.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     36.9     None     0.01
467050 2025051820   1007.9   1010.4     27.6     None     24.5       83     30.7      0.5    120.0      1.0     90.0      1.9    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     36.9     None      0.0
467050 2025051821   1008.5   1011.0     27.8     None     24.7       83     31.1      0.7    170.0      1.1    160.0      2.2    150.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     27.5     27.9     28.3     28.1     26.8     25.7     23.8     22.6     21.6     22.5     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     37.4     None      0.0
467050 2025051822   1009.3   1011.8     27.5     None     24.8       85     31.3      0.7    210.0      2.0    200.0      2.9    200.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     36.7     None      0.0
467050 2025051823   1009.1   1011.6     27.3     None     25.0       87     31.7      1.0    220.0      1.6    220.0      2.6    250.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     36.3     None      0.0
467050 2025051824   1008.5   1011.0     27.2     None     25.0       88     31.7      0.7    190.0      1.1    210.0      1.8    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     36.1     None      0.0
467050 2025051901   1007.8   1010.3     27.2     None     25.2       89     32.1      1.1    220.0      1.2    250.0      2.1    260.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     36.1     None      0.0
467050 2025051902   1007.4   1009.9     27.0     None     25.4       91     32.4      1.1    220.0      1.5    220.0      2.2    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     35.7     None      0.0
467050 2025051903   1007.1   1009.6     27.0     None     25.8       93     33.2      3.0    270.0      3.6    290.0      6.1    250.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     35.7     None      0.0
467050 2025051904   1007.3   1009.8     26.9     None     25.1       90     31.9      2.3    230.0      4.3    270.0      6.6    250.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     35.4     None      0.0
467050 2025051905   1007.5   1010.0     26.9     None     25.3       91     32.2      0.9    200.0      3.4    250.0      5.1    250.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     26.8     27.1     27.5     27.3     26.8     25.9     24.0     22.6     21.7     22.5     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     35.4     None      0.0
467050 2025051906   1007.5   1010.0     26.9     None     24.7       88     31.1      0.6    160.0      1.7    180.0      2.3    170.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        0     35.4     None     0.04
467050 2025051907   1007.7   1010.2     27.2     None     24.5       85     30.7      1.6    230.0      1.6    190.0      2.9    180.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.17        2     36.1     None     0.26
467050 2025051908   1008.0   1010.5     27.8     None     24.9       84     31.5      1.7    210.0      2.0    230.0      2.7    220.0      0.0      0.0      0.0     16.0      7.0      3.0      0.6        1        3        5        9        3        5     None      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.75        3     37.4     None     1.59
467050 2025051909   1008.1   1010.6     28.8     None     25.2       81     32.1      2.0    260.0      2.2    250.0      3.5    250.0      0.0      0.0      0.1     16.0     None      3.0      0.6     None        1        8        /        7        5      0.6      9.0     27.2     27.0     27.3     27.1     26.6     25.9     23.9     22.6     21.6     22.4     None        0     None     None     None     None     None     None     None     None     None     None     1.62        1     39.6     None     4.04
467050 2025051910   1008.0   1010.5     28.2     None     25.4       85     32.4      4.0    250.0      4.2    250.0      6.5    250.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.86        0     38.2     None     5.72
467050 2025051911   1007.9   1010.4     28.6     None     24.8       80     31.3      5.0    260.0      5.3    260.0      7.9    290.0      0.0      0.0      0.0     12.0     None     None      0.6     None     None        9        /        /        4      0.6      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.21        8     39.1     None     4.76
467050 2025051912   1007.6   1010.1     28.6     None     24.4       78     30.6      4.2    270.0      5.0    270.0      7.1    280.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      2.0        8     39.1     None     7.46
467050 2025051913   1007.2   1009.7     28.5     None     24.3       78     30.4      4.0    280.0      4.5    280.0      6.5    280.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.84        8     38.9     None     6.89
467050 2025051914   1006.4   1008.9     28.4     None     24.2       78     30.2      3.5    270.0      4.5    280.0      6.1    280.0      0.0      0.0      0.0     20.0     None      3.0      0.6     None        6        2        0        7        1      3.0      8.0     27.7     27.6     27.8     27.5     26.6     25.8     24.0     22.6     21.6     22.4     None        0     None     None     None     None     None     None     None     None     None     None     1.67        8     38.7     None      6.1
467050 2025051915   1005.9   1008.4     29.0     None     24.6       77     30.9      3.3    280.0      3.9    280.0      5.8    260.0      0.0      0.0      0.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.26        7     40.1     None     6.48
467050 2025051916   1005.8   1008.3     28.6     None     24.4       78     30.6      2.6    250.0      3.6    290.0      5.1    280.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.21        6     39.1     None     4.63
467050 2025051917   1005.9   1008.4     27.7     None     24.4       82     30.6      2.3    230.0      2.9    270.0      4.2    280.0      0.0      0.0      0.2     25.0     None      3.0      0.6     None        7        2        /        7        1      3.0      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.75        5     37.1     None     1.46
467050 2025051918   1006.1   1008.6     27.6     None     24.3       82     30.4      2.2    240.0      2.3    220.0      3.6    260.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.22        3     36.9     None     0.32
467050 2025051919   1006.4   1008.9     27.2     None     24.5       85     30.7      2.1    220.0      2.7    230.0      3.8    230.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        2     36.1     None     0.02
467050 2025051920   1007.2   1009.7     27.2     None     23.9       82     29.7      2.1    230.0      2.7    240.0      4.2    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     36.1     None      0.0
467050 2025051921   1007.8   1010.3     27.1     None     24.0       83     29.8      2.2    220.0      2.3    230.0      3.3    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     27.2     27.6     28.0     28.0     27.0     26.0     24.2     22.7     21.7     22.5     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     35.9     None      0.0
467050 2025051922   1008.0   1010.5     27.4     None     24.5       84     30.7      3.0    240.0      3.2    250.0      4.4    250.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     36.5     None      0.0
467050 2025051923   1007.8   1010.3     26.4     None     24.6       90     30.9      1.1    200.0      3.0    240.0      4.3    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     34.4     None      0.0
467050 2025051924   1007.3   1009.8     26.4     None     24.3       88     30.4      1.2    140.0      1.6    140.0      2.6    150.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     34.4     None      0.0
467050 2025052001   1007.1   1009.6     26.2     None     24.4       90     30.6      0.8    110.0      1.3    140.0      2.1    150.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     34.0     None      0.0
467050 2025052002   1007.0   1009.5     26.1     None     24.1       89     30.0      0.7     80.0      0.9     50.0      1.5     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     33.8     None      0.0
467050 2025052003   1006.9   1009.4     26.2     None     24.1       88     30.0      0.3    180.0      0.7     80.0      1.3    150.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     34.0     None      0.0
467050 2025052004   1007.0   1009.5     26.2     None     24.1       88     30.0      1.2    250.0      1.2    240.0      1.7    200.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     34.0     None      0.0
467050 2025052005   1007.5   1010.0     25.9     None     23.8       88     29.5      2.0    200.0      2.0    230.0      2.6    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     26.2     26.7     27.1     27.0     26.9     26.1     24.3     22.7     21.7     22.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     33.4     None      0.0
467050 2025052006   1007.9   1010.4     26.3     None     23.8       86     29.5      2.0    200.0      2.2    220.0      3.0    220.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        1     34.2     None     0.05
467050 2025052007   1008.5   1011.0     27.4     None     24.5       84     30.7      2.3    220.0      2.3    220.0      3.3    210.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.39        2     36.5     None     0.56
467050 2025052008   1008.9   1011.4     28.6     None     24.6       79     30.9      5.0    240.0      5.1    240.0      8.1    240.0      0.0      0.0      1.0     20.0      7.0     None      0.6        2     None        1        1        0        1     None      3.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.46        1     39.1     None     2.55
467050 2025052009   1009.1   1011.6     28.5     None     25.7       85     33.0      5.2    250.0      6.3    260.0      9.3    260.0      0.0      0.0      0.6     25.0     None      3.0      0.6     None        3        6        /        7        4      0.6      9.0     26.7     26.6     26.9     26.7     26.6     26.0     24.2     22.6     21.6     22.4     None        0     None     None     None     None     None     None     None     None     None     None     1.95        1     38.9     None     4.75
467050 2025052010   1008.9   1011.4     29.0     None     25.4       81     32.4      7.0    250.0      7.1    250.0     10.0    250.0      0.0      0.0      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.49        0     40.1     None     7.65
467050 2025052011   1008.6   1011.1     29.2     None     25.4       80     32.4      6.1    240.0      7.1    250.0      9.9    240.0      0.0      0.0      0.5     20.0     None      3.0     None     None        8     None        0        7        0      3.0      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     3.01        8     40.5     None     10.2
467050 2025052012   1007.9   1010.4     29.2     None     24.3       75     30.4      6.3    250.0      6.8    250.0      9.3    240.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.43        8     40.5     None     9.28
467050 2025052013   1007.1   1009.6     29.6     None     24.7       75     31.1      6.4    260.0      6.5    250.0      9.9    260.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.49        8     41.5     None     9.15
467050 2025052014   1006.7   1009.2     29.1     None     24.2       75     30.2      4.2    250.0      6.5    260.0      9.5    270.0      0.0      0.0      0.3     30.0     None      3.0      0.6     None        7        1        /        7        3      3.0      8.0     27.7     27.6     27.7     27.4     26.5     25.9     24.3     22.6     21.6     22.4     None        0     None     None     None     None     None     None     None     None     None     None     2.21        7     40.3     None     7.83
467050 2025052015   1006.6   1009.1     29.6     None     24.3       73     30.4      4.2    250.0      4.6    250.0      6.6    260.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.42        6     41.5     None      4.0
467050 2025052016   1006.3   1008.8     29.5     None     24.2       73     30.2      4.1    240.0      4.9    230.0      8.0    230.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.36        8     41.2     None     4.85
467050 2025052017   1006.4   1008.9     28.9     None     24.0       75     29.8      3.0    220.0      4.3    230.0      6.5    250.0      0.0      0.0      0.4     30.0     None      3.0     None     None        6     None        0        3        0      3.0      6.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.86        5     39.8     None     1.62
467050 2025052018   1007.0   1009.5     28.7     None     23.4       73     28.8      3.3    240.0      3.9    220.0      5.7    250.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.26        3     39.4     None     0.34
467050 2025052019   1007.6   1010.1     27.8     None     23.0       75     28.1      1.7    210.0      3.4    240.0      4.6    240.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        3     37.4     None     0.02
467050 2025052020   1008.1   1010.6     27.9     None     22.9       74     27.9      2.4    230.0      3.0    240.0      4.4    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     37.6     None      0.0
467050 2025052021   1008.1   1010.6     27.5     None     23.8       80     29.5      2.0    240.0      2.4    230.0      3.6    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     27.0     27.6     28.0     27.9     27.0     26.1     24.4     22.8     21.7     22.5     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     36.7     None      0.0
467050 2025052022   1008.1   1010.6     26.8     None     23.9       84     29.7      1.8    160.0      2.0    240.0      2.6    250.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     35.2     None      0.0
467050 2025052023   1007.9   1010.4     26.5     None     23.6       84     29.1      0.6    160.0      1.8    160.0      2.3    180.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     34.6     None      0.0
467050 2025052024   1007.5   1010.0     26.4     None     23.7       85     29.3      1.7    170.0      1.8    170.0      2.3    180.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     34.4     None      0.0
467050 2025052101   1007.1   1009.6     26.2     None     23.7       86     29.3      1.6    200.0      2.1    180.0      2.7    180.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     34.0     None      0.0
467050 2025052102   1006.6   1009.1     26.4     None     23.3       83     28.6      2.0    220.0      2.2    190.0      2.9    210.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     34.4     None      0.0
467050 2025052103   1006.5   1009.0     26.0     None     23.5       86     29.0      2.6    220.0      2.6    220.0      3.5    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     33.6     None      0.0
467050 2025052104   1006.3   1008.8     27.1     None     25.5       91     32.6      3.8    240.0      4.5    240.0      9.0    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     35.9     None      0.0
467050 2025052105   1006.9   1009.4     27.2     None     25.8       92     33.2      6.1    250.0      6.1    250.0      8.8    250.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     26.4     26.6     27.0     26.9     26.9     26.2     24.5     22.8     21.7     22.5     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     36.1     None      0.0
467050 2025052106   1007.3   1009.8     27.3     None     25.9       92     33.4      5.1    240.0      6.2    250.0      8.3    240.0     -9.8      0.1      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        3     36.3     None     0.03
467050 2025052107   1007.9   1010.4     27.5     None     26.1       92     33.8      4.4    250.0      5.5    250.0      8.4    250.0     -9.8      0.1      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.16        2     36.7     None     0.29
467050 2025052108   1008.1   1010.6     28.1     None     26.3       90     34.2      6.3    250.0      6.4    250.0     10.5    250.0      0.0      0.0      0.0     20.0     None      2.1     None     None       10     None        /        7        0      2.1     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.69        1     38.0     None     1.59
467050 2025052109   1008.3   1010.8     28.4     None     26.2       88     34.0      7.2    250.0      8.1    250.0     12.4    240.0      0.0      0.0      0.0     20.0     None      2.1     None     None       10     None        /        2        0      2.1     10.0     26.9     26.8     27.0     26.8     26.7     26.2     24.5     22.8     21.7     22.5     None        0     None     None     None     None     None     None     None     None     None     None     1.02        1     38.7     None     3.15
467050 2025052110   1008.4   1010.9     28.7     None     26.3       87     34.2      7.7    250.0      8.2    250.0     12.1    260.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.49        1     39.4     None     5.43
467050 2025052111   1008.1   1010.6     28.6     None     26.4       88     34.4      7.1    260.0      8.0    250.0     12.0    250.0      0.0      0.0      0.3     20.0     None      3.0     None     None        7     None        0        7        0      3.0      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.01        4     39.1     None     7.83
467050 2025052112   1007.6   1010.1     29.4     None     26.4       84     34.4      7.7    250.0      8.5    250.0     12.9    260.0      0.0      0.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.25        8     41.0     None    12.01
467050 2025052113   1006.8   1009.3     29.6     None     26.2       82     34.0      8.1    250.0      8.4    250.0     12.4    250.0      0.0      0.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.86        8     41.5     None    10.52
467050 2025052114   1006.4   1008.8     29.8     None     26.4       82     34.4      7.1    260.0      8.4    240.0     11.8    250.0      0.0      0.0      0.7     30.0     None      3.0     None     None        7     None        0        7        0      3.0      7.0     28.3     27.9     27.9     27.5     26.6     26.0     24.5     22.8     21.6     22.4     None        0     None     None     None     None     None     None     None     None     None     None     2.82        7     42.0     None      9.3
467050 2025052115   1006.1   1008.5     29.7     None     25.9       80     33.4      7.6    260.0      8.1    260.0     13.2    280.0      0.0      0.0      0.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.96        7     41.7     None     5.99
467050 2025052116   1005.6   1008.1     28.9     None     24.7       78     31.1      6.8    250.0      7.7    250.0     11.1    230.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.49        8     39.8     None     3.63
467050 2025052117   1005.3   1007.8     28.6     None     25.0       81     31.7      6.4    240.0      7.2    260.0     11.2    240.0      0.0      0.0      0.1     30.0     None      3.0     None     None        7     None        0        7        0      3.0      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.68        7     39.1     None     1.21
467050 2025052118   1005.8   1008.3     28.1     None     24.7       82     31.1      6.0    230.0      6.8    240.0     10.3    230.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.31        5     38.0     None     0.37
